Epoch Time,Sample Temp,Block Temp,Heat Sink Temp,QPID,Iset,Imeasure,Vset,Control Stage,PID SP,PID PV,PID m,PID b,PID y,PID ffwd,PID2 SP,PID2 PV
0.2,60.00946048056935,60.235125390625,25.135528576856935,150.0,6.5,6.0198,17.680576590361955,Ramp Up,3.731828137783059,0.01960698759586421,100,2.094017615106501,0.019547771155443948,35.865280068554064,0,0
0.39999999999999997,60.05256052157364,60.83969162750244,25.26489567201839,150.0,6.5,6.2669,17.72877778227756,Ramp Up,3.8096936199312754,0.13691846866169044,100,4.119664934419033,0.13666610754708292,35.865280068554064,0,0
0.6,60.15571224143019,61.74562430401444,25.390461818857176,150.0,6.5,5.9123,17.815034197725943,Ramp Up,3.8371311405000004,0.3966921391490814,100,6.079174268360027,0.39621509233024077,35.865280068554064,0,0
0.8000000000000002,60.33339574236098,62.90555143994207,25.513780910183662,150.0,6.5,6.1917,17.916237650136708,Ramp Up,3.8371311405000004,0.7452859629685236,100,7.974705041754969,0.7447279196674049,35.865280068554064,0,0
1.0000000000000002,60.598818976697466,64.25875104154417,25.636495260228063,150.0,6.5,5.9446,18.049000660990924,Ramp Up,3.8371311405000004,1.1588794962297584,100,9.808346173568749,1.158232332505674,35.865280068554064,0,0
1.2000000000000004,60.94190037315261,65.57524583736358,25.760680835444393,150.0,6.5,5.8506,18.17199246754708,Ramp Up,3.8371311405000004,1.5682062304947237,100,11.5821183789429,1.5676576923577208,35.865280068554064,0,0
1.4000000000000006,61.36041196033891,66.90898872197832,25.885969357875954,150.0,6.5,5.9687,18.304314038599067,Ramp Up,3.8371311405000004,1.9498266365418715,100,13.297976396070652,1.949269043194091,35.865280068554064,0,0
1.6000000000000008,61.856307646491075,68.33326986906346,26.012015365935316,150.0,6.5,5.8694,18.44767268735954,Ramp Up,3.8371311405000004,2.3347690063311006,100,14.95781114036385,2.3341885102231332,35.865280068554064,0,0
1.800000000000001,62.420758390481005,69.70150374763337,26.140074359670336,145.75803766337376,6.5,6.4093,18.58509193626043,Ramp Up,3.8371311405000004,2.6981258584674777,97.17202510891583,16.540080094970932,2.6976002449741046,35.865280068554064,0,0
2.000000000000001,63.050479670323504,71.13470274827462,26.26899881578683,128.01396193715945,6.5,6.2615,18.723652031495746,Ramp Up,3.8371311405000004,3.0278390126816817,85.34264129143963,17.760432515918772,3.027350951848505,35.865280068554064,0,0
2.2,63.73745479327701,72.50360282269627,26.39986913881065,111.24677022580231,6.5,6.1299,18.860164225989287,Ramp Up,3.8371311405000004,3.3309417089730857,74.1645134838682,18.56435210419031,3.330506410715969,35.865280068554064,0,0
2.3999999999999995,64.47649362454098,73.84911886186873,26.53219266492295,95.74187276318825,6.5,5.9419,18.99121933303234,Ramp Up,3.8371311405000004,3.6031228908575486,63.827915175458834,18.99584587221397,3.6027243689733175,35.865280068554064,0,0
2.5999999999999988,65.25601578624675,75.02745792113815,26.666952273401563,82.43595475969967,6.160507578095432,6.2213,18.279229522695832,Ramp Up,3.8371311405000004,3.8310037187845865,54.95730317313311,19.103283727290798,3.830683154622273,35.865280068554064,0,0
2.799999999999998,66.06702477687283,76.24730074848512,26.801709411012027,72.49455550898284,5.809585997185905,5.8452,17.523888464626726,Ramp Up,3.8371311405000004,3.9963654345609143,48.32970367265523,18.964507781311532,3.9961343348322678,35.865280068554064,0,0
2.9999999999999973,66.90056585844557,77.26460570557538,26.938535821878666,63.893857738128254,5.491042181030755,5.5309,16.830631190941595,Ramp Up,3.8371311405000004,4.13404590045883,42.59590515875217,18.627109792944527,4.1338971108626845,35.865280068554064,0,0
3.1999999999999966,67.74690833879797,78.3143982896547,27.07463145046722,59.39790228586857,5.315630271200613,5.4933,16.48987818951311,Ramp Up,3.8371311405000004,4.199644943327598,39.59860152391238,18.17234873230533,4.19957144283866,35.865280068554064,0,0
3.399999999999996,68.61682304664211,79.52824438071106,27.209342013320644,52.55920461904591,5.044711048323194,5.0501,15.925649035248636,Ramp Up,3.8371311405000004,4.298462426866877,35.039469746030605,17.610013890724534,4.298292171083106,35.865280068554064,0,0
3.599999999999995,69.51116714336426,80.68395037045936,27.34503318265673,43.52979042587168,4.674199520704042,4.8701,15.102603097597353,Ramp Up,3.8371311405000004,4.4312358353716945,29.019860283914454,16.882987903164857,4.431033389592109,35.865280068554064,0,0
3.7999999999999945,70.41744081312986,81.48181789065315,27.48410872225666,36.476375507044175,4.370349401071318,4.6901,14.432409365043032,Ramp Up,3.8371311405000004,4.529598494159188,24.317583671362783,16.00796125763741,4.529490251673041,35.865280068554064,0,0
3.999999999999994,71.2905493860646,82.10109941071447,27.622336206825764,42.19300526708073,4.603609939855972,4.8325,15.052625173470934,Ramp Up,3.8371311405000004,4.419809847175486,28.128670178053817,15.162869249947807,4.420080897342654,35.865280068554064,0,0
4.199999999999993,72.14657059696147,82.52966270417139,27.76067585127271,46.18661846904189,4.758221645516043,2.5788,15.491570677395282,Ramp Up,3.8371311405000004,4.331596017360482,30.79107897936126,14.48009535514084,4.331672700060127,35.865280068554064,0,0
4.399999999999992,72.98027158830673,83.21105890249173,27.8943754698589,53.31151210287978,5.029345986174237,4.7358,16.225041671301227,Ramp Up,3.8371311405000004,4.200051901357369,35.54100806858652,13.943512081209969,4.20021458654792,35.865280068554064,0,0
4.599999999999992,73.80331372298639,83.88881980899153,28.02662082266382,56.184547962310056,5.128584320481512,5.2945,16.532168115208925,Ramp Up,3.8371311405000004,4.139326331692189,37.4563653082067,13.52338916155425,4.1393964165169015,35.865280068554064,0,0
