,Epoch Time,Z1 Smp Temp,Z1 BlkTemp,Z1 HeatSink,Z1 QPID,Z1 Iset,Z1 Imea,Z1 Vset,Z1 Vmea,Z1 ControlState,Z1 PID0 SP,Z1 PID0PV,Z1 PID0I,Z1 PID0 M,Z1 PID0 B,Z1 PID0 Y,Z1 PID0 FFWD,Z1 PID0 DT,Z1 PID1 SP,Z1 PID1 PV,Z1 PID1 I,Z1 PID1 M,Z1 PID1 B,Z1 PID1 Y,Z1 PID1 FFWD,Cover Temperature
,25.2019999,95.029,95.0351,31.8633,-10.009,1.866,1.9905,8.9727,8.3286,4,47.5,47.5123,0.0005,-20.5065,3.7262,47.5143,-25,0.0008,48.2,48.2075,2,-7.4166,-0.0155,48.2075,-6.6667,105.008
,25.40199995,95.0291,95.0297,32.0664,-9.0904,1.9213,1.9609,9.123,8.4857,4,47.5,47.5148,0.0044,-21.0882,3.6013,47.5138,-25,0.0008,48.2,48.2075,2,-7.4166,-0.0155,48.2075,-6.6667,104.964
,25.602,95.0292,95.0297,31.9988,-9.1722,1.9118,2.0764,9.0913,8.4229,4,47.5,47.5148,0.0167,-21.2602,3.4667,47.5138,-25,0.0008,48.2,48.2075,2,-7.4166,-0.0155,48.2075,-6.6667,104.964
,25.80200005,95.0292,95.0297,31.9988,-9.1001,1.9208,1.9099,9.1216,8.4794,4,47.5,47.5148,0.0094,-22.7503,3.2898,47.5151,-25,0.0008,48.2,48.2075,2,-7.4166,-0.0155,48.2075,-6.6667,104.943
,25.99900007,95.0291,95.0297,32.0664,108.272,2.7108,2.0227,-3.0058,-2.4829,5,-1.7224,0.0002,0.0165,-72.1814,-1.5833,0.001,-14.7626,0.0008,,,3,,,,,104.964
,26.2019999,95.0288,95.0297,31.9988,113.818,3.0889,2.7614,-3.9903,-3.4257,5,-1.7396,-0.0014,0.0165,-76.7533,-4.765,-0.003,-14.7626,0.0008,,,3,,,,,105.029
,26.40199995,95.0253,94.9222,31.9312,118.814,3.44,3.0059,-4.8832,-4.268,5,-1.7569,-0.0136,0.0165,-79.7612,-7.9612,-0.0245,-14.7626,0.0008,,,3,,,,,105.051
,26.602,95.0058,94.5688,31.9312,120.763,3.6318,3.2852,-5.4057,-4.7834,5,-1.7738,-0.0844,0.0165,-80.4136,-11.0763,-0.1135,-14.7626,0.0008,,,3,,,,,104.986
,26.80200005,94.9542,93.9595,32.0664,118.509,3.5084,3.1214,-5.0968,-4.4943,5,-1.7895,-0.2339,0.0165,-78.2484,-13.971,-0.2801,-14.7626,0.0008,,,3,,,,,105.051
,27.00200009,94.8583,93.1567,32.2012,112.533,3.1633,2.9011,-4.2575,-3.7149,5,-1.8032,-0.4471,0.0165,-75.0221,-16.5027,-0.5043,-14.7626,0.0008,,,3,,,,,104.943
,27.2019999,94.7119,92.2271,32.2012,103.77,2.6384,2.2672,-2.9329,-2.42,5,-1.8085,-0.6964,0.0165,-69.1802,-18.5894,-0.7589,-14.7626,0.0008,,,3,,,,,105.029
,27.40199995,94.5129,91.2634,31.9988,93.5163,2.0753,1.7407,-1.5328,-1.1063,5,-1.8085,-0.957,0.0165,-62.3442,-19.8425,-1.0179,-14.7626,0.0008,,,3,,,,,105.008
,27.602,94.2628,90.2756,32.1339,82.9886,1.5422,1.0584,-0.2211,0.0314,5,-1.8085,-1.2092,0.0165,-55.3257,-21.1058,-1.2685,-14.7626,0.0008,,,3,,,,,105.051
,27.80200005,93.9666,89.3247,32.2012,72.6709,1.0365,1.8723,1.0401,1.2823,5,-1.8085,-1.4442,0.0165,-48.4473,-21.9207,-1.4429,-14.7626,0.0008,,,3,,,,,105.051
,28.00200009,93.6306,88.4363,32.0664,63.3979,0.6383,0.0081,1.9757,2.1057,5,-1.8085,-1.6459,0.0165,-42.2653,-22.342,-1.6447,-14.7626,0.0008,,,3,,,,,104.943
,28.2019999,93.2616,87.6097,31.9312,55.2743,0.2946,0.18,2.7955,2.7154,5,-1.8085,-1.8144,0.0165,-36.8495,-22.4327,-1.8135,-14.7626,0.0008,,,3,,,,,105.051
,28.40199995,92.8679,86.9005,31.8633,48.846,0.0099,0.419,3.5117,3.2937,5,-1.8085,-1.941,0.0165,-32.564,-22.2624,-1.9404,-14.7626,0.0008,,,3,,,,,104.943
,28.602,92.4564,86.2581,32.0664,43.3901,-0.2015,0.6205,4.0011,3.6834,5,-1.8085,-2.0412,0.0165,-28.9267,-21.8912,-2.0408,-14.7626,0.0008,,,3,,,,,105.029
,28.80200005,92.0338,85.7069,31.9988,40.2076,-0.3193,0.6904,4.2695,3.8971,5,-1.8085,-2.092,0.0165,-26.805,-21.393,-2.0919,-14.7626,0.0008,,,3,,,,,105.116
,29.00200009,91.6054,85.2169,32.1339,37.6795,-0.4027,0.7172,4.4418,4.0229,5,-1.8085,-2.1262,0.0165,-25.1196,-20.6807,-2.1356,-14.7626,0.0008,,,3,,,,,104.986
,29.2019999,91.1753,84.7829,31.9988,36.0598,-0.4531,0.8166,4.5416,4.1046,5,-1.8085,-2.1414,0.0165,-24.0398,-20.2225,-2.1414,-14.7626,0.0008,,,3,,,,,104.986
,29.40199995,90.7484,84.4197,31.9988,35.6926,-0.4491,0.7521,4.5042,4.092,5,-1.8085,-2.131,0.0165,-23.795,-19.6257,-2.1311,-14.7626,0.0008,,,3,,,,,105.051
,29.602,90.3262,84.0819,32.1339,36.365,-0.4004,0.8408,4.3548,3.9726,5,-1.8085,-2.1014,0.0165,-24.2433,-19.0671,-2.1017,-14.7626,0.0008,,,3,,,,,105.029
,29.80200005,89.9109,83.7796,32.0664,37.5861,-0.3309,0.6823,4.1595,3.7966,5,-1.8085,-2.0621,0.0165,-25.0574,-18.5703,-2.0625,-14.7626,0.0008,,,3,,,,,105.029
,30.00200009,89.5034,83.4874,32.1339,38.5995,-0.2756,0.6662,4.009,3.6834,5,-1.8085,-2.0281,0.0165,-25.733,-18.1427,-2.0284,-14.7626,0.0008,,,3,,,,,105.029
,30.2019999,89.1042,83.2153,32.2012,39.6559,-0.2117,0.5856,3.826,3.5263,5,-1.8062,-1.9932,0.0165,-26.4372,-17.7726,-1.9935,-14.7626,0.0008,,,3,,,,,104.964
,30.40199995,88.7129,82.9335,32.0664,41.1778,-0.1279,0.5346,3.5963,3.3251,5,-1.8044,-1.9514,0.0165,-27.4519,-17.4733,-1.9517,-14.7626,0.0008,,,3,,,,,105.029
,30.602,88.3289,82.6568,32.2012,42.362,-0.0567,0.4728,3.3948,3.1743,5,-1.803,-1.9184,0.0165,-28.2414,-17.2422,-1.9186,-14.7626,0.0008,,,3,,,,,105.029
,30.80200005,87.9519,82.3805,32.0664,43.9707,0.0275,0.3922,3.1735,3.0171,5,-1.8021,-1.88,0.0165,-29.3138,-17.0708,-1.8802,-14.7626,0.0008,,,3,,,,,104.943
,31.00200009,87.5807,82.0888,32.3355,45.1125,0.1014,0.3814,2.9605,2.7909,5,-1.8015,-1.8521,0.0165,-30.075,-16.9652,-1.8522,-14.7626,0.0008,,,3,,,,,105.051
,31.2019999,87.2144,81.7874,32.2012,46.2688,0.1746,0.2767,2.7529,2.64,5,-1.8011,-1.827,0.0165,-30.8459,-16.9023,-1.8271,-14.7626,0.0008,,,3,,,,,104.964
,31.40199995,86.8524,81.481,31.9988,47.3793,0.244,0.2794,2.5592,2.4514,5,-1.8011,-1.8038,0.0165,-31.5862,-16.8778,-1.804,-14.7626,0.0008,,,3,,,,,105.008
,31.602,86.4932,81.1599,32.2684,48.2793,0.302,0.1692,2.3977,2.2691,5,-1.8014,-1.7855,0.0165,-32.1862,-16.8969,-1.7855,-14.7626,0.0008,,,3,,,,,105.008
,31.80200005,86.1357,80.8236,32.2684,48.8298,0.3521,0.1531,2.2426,2.2063,5,-1.8017,-1.7761,0.0165,-32.5532,-16.9394,-1.7761,-14.7626,0.0008,,,3,,,,,105.008
,32.00200009,85.7794,80.4827,32.2012,49.3526,0.3961,0.094,2.1112,2.0931,5,-1.8022,-1.7677,0.0165,-32.9018,-16.995,-1.7678,-14.7626,0.0008,,,3,,,,,104.986
,32.2019999,85.4242,80.142,32.1339,49.435,0.4213,0.0994,2.023,2.024,5,-1.8027,-1.7681,0.0165,-32.9567,-17.0596,-1.7681,-14.7626,0.0008,,,3,,,,,105.073
,32.40199995,85.0685,79.7662,32.3355,49.5122,0.4403,0.0967,1.9612,1.9863,5,-1.8032,-1.7692,0.0165,-33.0081,-17.1192,-1.7692,-14.7626,0.0008,,,3,,,,,104.986
,32.602,84.7128,79.4158,32.2012,49.7329,0.465,0.0698,1.8868,1.9611,5,-1.8037,-1.7669,0.0165,-33.1552,-17.1827,-1.7669,-14.7626,0.0008,,,3,,,,,104.943
,32.80200005,84.3556,79.0406,32.1339,49.8428,0.4937,0.0564,1.788,1.892,5,-1.8042,-1.767,0.0165,-33.2286,-17.2548,-1.7669,-14.7626,0.0008,,,3,,,,,105.029
,33.00200009,83.998,78.6755,32.2012,49.5562,0.502,0.0537,1.7407,1.3389,5,-1.8047,-1.7752,0.0165,-33.0375,-17.3116,-1.7751,-14.7626,0.0008,,,3,,,,,104.964
,33.2019999,83.6395,78.2958,32.2684,49.342,0.5148,0.0752,1.6816,1.8166,5,-1.805,-1.7812,0.0165,-32.8947,-17.362,-1.7811,-14.7626,0.0008,,,3,,,,,104.899
,33.40199995,83.2801,77.9312,32.3355,49.0859,0.5298,0.0725,1.6089,1.7537,5,-1.8053,-1.7879,0.0165,-32.7239,-17.3972,-1.7879,-14.7626,0.0008,,,3,,,,,104.986
,33.602,82.9204,77.5668,32.1339,49.2893,0.56,0.086,1.5115,1.6846,5,-1.8056,-1.7857,0.0165,-32.8596,-17.4274,-1.7858,-14.7626,0.0008,,,3,,,,,104.964
,33.79999995,82.6501,77.2924,32.3355,49.2286,0.5669,0.086,1.4896,1.6657,5,-1.8059,-1.7876,0.0165,-32.8191,-17.4622,-1.7876,-14.7626,0.0008,,,3,,,,,104.964
,34.00200009,82.1988,76.8236,32.3355,48.8311,0.5698,0.1397,1.456,1.6531,5,-1.806,-1.7965,0.0165,-32.5541,-17.4839,-1.7964,-14.7626,0.0008,,,3,,,,,105.029
,34.2019999,81.8376,76.4598,32.4025,48.839,0.5928,0.2068,1.3724,1.5463,5,-1.8061,-1.797,0.0165,-32.5593,-17.4994,-1.797,-14.7626,0.0008,,,3,,,,,105.008
,34.40199995,81.5667,76.1013,32.3355,48.8569,0.6107,0.3841,1.3107,1.4834,5,-1.8063,-1.7972,0.0165,-32.5713,-17.5147,-1.7971,-14.7626,0.0008,,,3,,,,,104.964
,34.602,81.2052,75.7327,32.2684,48.779,0.6324,1.0154,1.2259,1.4457,5,-1.8064,-1.7992,0.0165,-32.5193,-17.5342,-1.7991,-14.7626,0.0008,,,3,,,,,104.986
,34.80200005,80.8434,75.3744,32.5361,48.6271,0.6417,0.8247,1.1858,1.3766,5,-1.8065,-1.803,0.0165,-32.4181,-17.5417,-1.803,-14.7626,0.0008,,,3,,,,,105.051
,35.00200009,80.4817,75.0166,32.4694,49.2189,0.6972,1.8132,1.0177,1.2257,5,-1.8068,-1.792,0.0165,-32.8126,-17.5644,-1.7921,-14.7626,0.0008,,,3,,,,,104.964
,35.2019999,80.1202,74.6537,32.4694,49.0231,0.7018,1.8374,0.9935,1.1943,5,-1.807,-1.7965,0.0165,-32.6821,-17.587,-1.7965,-14.7626,0.0008,,,3,,,,,105.051
,35.40199995,79.7585,74.2963,32.4694,49.0433,0.7227,1.8374,0.9206,1.1314,5,-1.8071,-1.7972,0.0165,-32.6955,-17.6047,-1.7972,-14.7626,0.0008,,,3,,,,,105.008
,35.602,79.3971,73.9189,32.6028,49.0927,0.7435,1.7998,0.8511,1.0623,5,-1.8073,-1.7969,0.0165,-32.7284,-17.6241,-1.7968,-14.7626,0.0008,,,3,,,,,105.073
,35.80200005,79.0354,73.6509,32.4025,48.9927,0.7687,1.8401,0.7497,0.9806,5,-1.8075,-1.7995,0.0165,-32.6618,-17.6379,-1.7995,-14.7626,0.0008,,,3,,,,,104.986
,36.00200009,78.6737,73.2939,32.2684,49.0153,0.7904,1.8347,0.6745,0.8989,5,-1.8076,-1.7996,0.0165,-32.6769,-17.652,-1.7996,-14.7626,0.0008,,,3,,,,,105.008
,36.2019999,78.3118,72.9322,32.6028,49.487,0.8326,1.8454,0.5531,0.8109,5,-1.8079,-1.7914,0.0165,-32.9913,-17.6789,-1.7914,-14.7626,0.0008,,,3,,,,,105.029
,36.40199995,77.9498,72.5604,32.3355,48.9419,0.8297,1.789,0.5301,0.7606,5,-1.808,-1.8027,0.0165,-32.628,-17.6932,-1.8027,-14.7626,0.0008,,,3,,,,,104.986
,36.602,77.5876,72.204,32.4025,49.0899,0.8501,1.8562,0.4714,0.7291,5,-1.8081,-1.8005,0.0165,-32.7266,-17.7004,-1.8006,-14.7626,0.0008,,,3,,,,,105.051
,36.80200005,77.2252,71.8378,32.6028,49.3738,0.897,1.832,0.3115,0.572,5,-1.8084,-1.7961,0.0165,-32.8851,-17.7214,-1.7961,-14.7626,0.0008,,,3,,,,,104.986
,37.00200009,76.8623,71.4621,32.5361,49.1991,0.8948,1.8213,0.3087,0.572,5,-1.8085,-1.8021,0.0165,-32.6992,-17.7381,-1.802,-14.7626,0.0008,,,3,,,,,105.008
,37.2019999,76.4991,71.0963,32.5361,48.8344,0.896,1.8427,0.2636,,5,-1.8085,-1.8051,0.0165,-32.624,-17.7424,-1.8052,-14.7626,0.0008,,,3,,,,,104.964
,37.40199995,76.1354,70.7308,32.5361,48.9168,0.9429,1.8562,0.12,0.3709,5,-1.8085,-1.8081,0.0165,-32.5137,-17.7474,-1.808,-14.7626,0.0008,,,3,,,,,105.029
,37.602,75.7713,70.3506,32.5361,48.4711,0.9269,1.8293,0.1485,0.3834,5,-1.8084,-1.8146,0.0165,-32.2951,-17.7381,-1.8146,-14.7626,0.0008,,,3,,,,,105.008
,37.80200005,75.4072,69.9904,32.802,48.6696,0.9578,1.8374,0.0329,0.088,5,-1.8084,-1.8084,0.0165,-32.5052,-17.736,-1.8085,-14.7626,0.0008,,,3,,,,,105.029
,38.00200009,75.0424,69.6106,32.6028,48.5402,0.9751,0.6527,-0.0166,0.0126,5,-1.8083,-1.813,0.0165,-32.3347,-17.7291,-1.813,-14.7626,0.0008,,,3,,,,,105.051
,38.2019999,74.6772,69.2459,32.6028,48.4831,0.9927,0.6554,-0.0548,,5,-1.808,-1.8176,0.0165,-32.1459,-17.7164,-1.8175,-14.7626,0.0008,,,3,,,,,105.008
,38.4000001,74.3112,68.8666,32.7357,47.9129,0.9806,0.6313,-0.0572,0.0063,5,-1.8077,-1.823,0.0165,-31.9521,-17.69,-1.823,-14.7626,0.0008,,,3,,,,,104.964
,38.602,73.9444,68.4826,32.802,48.1169,1.0272,0.6259,-0.213,0.0189,5,-1.8074,-1.8181,0.0165,-32.0802,-17.6681,-1.8181,-14.7626,0.0008,,,3,,,,,105.116
,38.80200005,73.5765,68.1037,32.8682,47.6595,1.0169,0.6125,-0.2054,0.0063,5,-1.8068,-1.8272,0.0165,-31.7213,-17.6338,-1.8272,-14.7626,0.0008,,,3,,,,,105.051
,39.00200009,73.2079,67.7251,32.7357,47.312,1.0126,0.5184,-0.2261,0.0063,5,-1.8061,-1.83,0.0165,-31.5713,-17.5891,-1.83,-14.7626,0.0008,,,3,,,,,104.943
,39.2019999,72.839,67.3468,32.7357,47.1999,1.0334,0.5937,-0.3076,0.0126,5,-1.8054,-1.83,0.0165,-31.4981,-17.5401,-1.8301,-14.7626,0.0008,,,3,,,,,104.964
,39.40199995,72.4698,66.9736,32.6693,46.8844,1.0429,0.591,-0.3114,0.0063,5,-1.8043,-1.8402,0.0165,-31.0433,-17.4823,-1.8401,-14.7626,0.0008,,,3,,,,,105.073
,39.602,72.1008,66.6153,32.8682,46.8048,1.0644,0.5883,-0.4232,0.0126,5,-1.8034,-1.8353,0.0165,-31.1323,-17.4205,-1.8353,-14.7626,0.0008,,,3,,,,,105.029
,39.80200005,71.7325,66.2573,32.7357,46.624,1.0775,0.5775,-0.4775,,5,-1.8024,-1.8373,0.0165,-30.9665,-17.362,-1.8372,-14.7626,0.0008,,,3,,,,,105.029
,40.00200009,71.365,65.9042,33.1318,46.4083,1.0746,0.591,-0.4941,0.0251,5,-1.8014,-1.8352,0.0165,-30.956,-17.3016,-1.8352,-14.7626,0.0008,,,3,,,,,105.008
,40.2019999,70.9986,65.5514,32.9343,46.7576,1.1083,0.548,-0.5853,0.0189,5,-1.8006,-1.8259,0.0165,-31.1873,-17.2492,-1.8259,-14.7626,0.0008,,,3,,,,,105.029
,40.40199995,70.6337,65.2182,33.1318,46.9787,1.1536,1.8508,-0.7227,-0.308,5,-1.8,-1.8217,0.0165,-31.2545,-17.2101,-1.8216,-14.7626,0.0008,,,3,,,,,105.008
,40.602,70.2704,64.8753,33.0002,47.0615,1.1835,1.8562,-0.8878,-0.5531,5,-1.7997,-1.8105,0.0165,-31.6144,-17.1809,-1.8106,-14.7626,0.0008,,,3,,,,,104.986
,40.80200005,69.9087,64.538,32.802,48.17,1.2511,1.832,-1.0109,-0.6349,5,-1.7999,-1.7933,0.0165,-32.1728,-17.1869,-1.7933,-14.7626,0.0008,,,3,,,,,104.964
,41.00200009,69.5483,64.1957,33.1318,47.7837,1.2463,1.8642,-1.0136,-0.6474,5,-1.7999,-1.8011,0.0165,-31.9136,-17.1861,-1.8011,-14.7626,0.0008,,,3,,,,,105.051
,41.2019999,69.1889,63.8438,33.066,48.3539,1.3135,1.8293,-1.2092,-0.836,5,-1.8002,-1.7919,0.0165,-32.2345,-17.196,-1.7919,-14.7626,0.0008,,,3,,,,,105.051
,41.4000001,68.8295,63.4773,33.1318,48.4752,1.3419,1.8481,-1.2808,-0.8989,5,-1.8006,-1.7931,0.0165,-32.2088,-17.2141,-1.7931,-14.7626,0.0008,,,3,,,,,104.986
,41.602,68.4705,63.1258,33.1974,48.6988,1.3697,1.8401,-1.3834,-0.9743,5,-1.8013,-1.7862,0.0165,-32.4997,-17.2392,-1.7862,-14.7626,0.0008,,,3,,,,,105.029
,41.80200005,68.1109,62.7501,33.066,48.6583,1.4011,1.8562,-1.4749,-1.0874,5,-1.8017,-1.7923,0.0165,-32.3229,-17.2633,-1.7922,-14.7626,0.0008,,,3,,,,,105.094
,42.00200009,67.7512,62.3941,33.0002,48.5892,1.4007,1.8589,-1.4686,-1.1251,5,-1.8022,-1.7936,0.0165,-32.3144,-17.2795,-1.7936,-14.7626,0.0008,,,3,,,,,104.964
,42.2019999,67.3905,62.0238,32.8682,48.2925,1.42,1.8347,-1.5386,-1.1503,5,-1.802,-1.8026,0.0165,-32.013,-17.2869,-1.8024,-14.7626,0.0008,,,3,,,,,104.986
,42.40199995,67.029,61.6487,33.1974,48.1025,1.4195,1.8669,-1.5639,-1.2006,5,-1.802,-1.8033,0.0165,-32.0018,-17.2867,-1.8032,-14.7626,0.0008,,,3,,,,,104.986
,42.602,66.6666,61.2736,33.066,47.8687,1.4368,1.8239,-1.6472,-1.232,5,-1.8019,-1.8066,0.0165,-31.8852,-17.2829,-1.8066,-14.7626,0.0008,,,3,,,,,105.029
,42.80200005,66.3037,60.9039,33.1318,47.6037,1.4403,1.6225,-1.6814,-1.2949,5,-1.8014,-1.8103,0.0165,-31.7411,-17.2684,-1.8103,-14.7626,0.0008,,,3,,,,,105.029
,43.00200009,65.9398,60.5199,33.2629,47.5979,1.4774,1.5446,-1.7816,-1.4017,5,-1.8006,-1.8133,0.0165,-31.5808,-17.2507,-1.8133,-14.7626,0.0008,,,3,,,,,105.116
,43.2019999,65.5751,60.1456,33.1974,46.9897,1.4638,1.4935,-1.8396,-1.4206,5,-1.7998,-1.8145,0.0165,-31.5166,-17.2203,-1.8146,-14.7626,0.0008,,,3,,,,,105.008
,43.40199995,65.2103,59.7716,33.1974,35.702,0.8357,1.875,0.3699,0.1697,6,-1.4454,-1.8201,-1.8201,-24.4123,-17.0512,-1.8201,-12.6261,0.0008,29.15,29.8446,3,,,29.9855,25,105.073
,43.602,64.845,59.4075,33.066,19.3974,0.0234,1.8213,1.9448,1.5777,6,-1.0333,-1.8099,-1.8099,-16.7108,-16.4201,-1.8099,-11.2022,0.0008,29.15,29.6674,3,,,29.9855,25,105.073
,43.80200005,64.4807,59.0728,33.1318,11.0912,-0.3601,0.599,2.7891,2.3509,6,-0.7387,-1.7662,-1.7662,-10.7892,-15.7915,-1.7662,-9.6759,0.0008,29.15,29.4953,3,,,29.9855,25,105.051
,44.00200009,64.12,58.7964,33.3283,7.8003,-0.4984,0.7495,3.1767,2.7154,6,-0.5286,-1.3951,-1.3951,-10.8685,-14.9131,-1.3951,-8.1308,0.0008,29.15,29.3618,3,3.8199,-0.4323,29.3618,25,105.051
,44.2019999,63.7675,58.588,33.1974,-13.1829,-1.4022,1.5553,5.0347,4.5634,6,-0.378,-1.0204,-1.0204,-11.8586,-14.2386,-1.0204,-6.6455,0.0008,29.15,29.2746,3,34.7631,-0.1283,29.2972,25,105.051
,44.4000001,63.428,58.4621,33.3937,-12.1442,-1.3541,1.5419,4.9098,4.4377,6,-0.294,-0.696,-0.5925,-14.5818,-13.8169,-0.5925,-5.2919,0.0008,29.15,29.2285,3,28.677,0.5376,29.2396,25,105.029
,44.602,63.1063,58.4426,33.3283,-0.9318,-0.8687,1.2491,3.736,3.3126,6,-0.1931,-0.1973,-0.1973,-17.7656,-13.7069,-0.1973,-4.1172,0.0008,29.15,29.2213,3,18.5604,0.4221,29.2214,25,105.029
,44.80200005,62.8068,58.4911,33.3937,7.7636,-0.4784,0.8542,2.7992,2.4263,6,-0.1383,0.2496,0.2496,-22.5617,-13.9658,0.2496,-3.1457,0.0008,29.15,29.2552,3,3.3858,-0.8751,29.2445,25,105.051
,45.00200009,62.5318,58.5687,33.3937,11.9049,-0.2954,0.5775,2.3759,2.0303,6,-0.0988,0.3938,0.3938,-23.7419,-14.4566,0.3938,-2.3633,0.0008,29.15,29.2988,3,-6.0167,-2.9495,29.2851,25,105.073
,45.2019999,62.2801,58.656,33.4589,14.4828,-0.1682,0.4593,2.0584,1.76,6,-0.0707,0.4313,0.4313,-23.7387,-14.9304,0.4313,-1.7539,0.0008,29.15,29.3351,3,-8.3752,-5.3468,29.3251,25,104.921
,45.40199995,62.0483,58.6995,33.3937,12.3863,-0.2785,0.548,2.3436,2.0051,6,-0.0505,0.2025,0.2025,-20.1004,-15.2564,0.2025,-1.2887,0.0008,29.15,29.3473,3,-3.7719,-7.4511,29.3453,25,105.051
,45.602,61.8323,58.6946,33.3937,8.3371,-0.465,0.6742,2.7883,2.4137,6,-0.0362,0.0102,0.0102,-16.9585,-15.3661,0.0102,-0.9407,0.0008,29.15,29.3473,3,-2.814,-9.152,29.348,25,105.029
,45.80200005,61.6296,58.68,33.5889,6.8167,-0.5257,0.7226,2.9176,2.5394,6,-0.0259,-0.0622,-0.0622,-15.5162,-15.3439,-0.0622,-0.6832,0.0008,29.15,29.34,3,-2.3144,-10.5802,29.3419,25,104.964
,46.00200009,61.439,58.6657,33.3937,6.9332,-0.524,0.7629,2.9206,2.5646,6,-0.0185,-0.0848,-0.0848,-14.8492,-15.2872,-0.0848,-0.4934,0.0008,29.15,29.3303,3,-1.6117,-11.8864,29.3333,25,105.051
,46.2019999,61.2592,58.6413,33.7186,6.1785,-0.5533,0.7897,2.9815,2.6023,6,-0.0132,-0.131,-0.131,-13.8928,-15.1923,-0.131,-0.3556,0.0008,29.15,29.3158,3,0.2873,-12.9793,29.3204,25,104.943
,46.40199995,61.0898,58.622,33.5889,6.1548,-0.5536,0.7172,2.9809,2.6211,6,-0.0095,-0.0387,-0.0387,-14.9732,-15.1282,-0.0387,-0.2555,0.0008,29.15,29.311,3,-2.4952,-14.1661,29.3135,25,105.008
,46.602,60.9304,58.617,33.3937,31.8311,2.0924,0.7172,6.6485,6.0469,8,1.2155,-0.0569,-0.787,21.6068,,-0.0569,8.8828,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,46.80200005,60.7814,58.617,33.7186,34.0074,3.5808,3.7285,10.2312,9.4726,8,1.3644,0.0026,-0.7356,23.5892,,0.0026,9.9711,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,47.00200009,60.644,58.6946,33.4589,33.4149,3.5631,3.6398,10.2011,9.4411,8,1.3855,0.3804,-0.6699,20.1765,,0.3804,10.1254,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,47.2019999,60.5275,58.9565,33.7186,15.8873,2.6929,2.9495,8.1154,7.4737,8,1.0653,1.2699,-0.5603,6.1273,0.3316,1.2699,7.7853,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.051
,47.40300012,60.4431,59.3979,33.8477,-14.3549,0.9862,1.3539,2.8619,2.9606,8,0.434,2.2384,-0.3944,-14.7188,0.153,2.2384,3.1718,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,47.602,60.3968,59.9124,33.6538,-3.3067,1.6557,1.8481,5.6714,5.1417,4,30,29.9562,2.5706,-38.3688,-1.9742,29.9675,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.964
,47.80200005,60.3846,60.3594,33.7186,-26.6083,0.2323,0.5131,2.2623,1.9863,4,30,30.1797,2.3978,-67.7904,-8.7637,30.1659,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.921
,48.00200009,60.3963,60.6657,33.6538,-28.7779,0.0952,0.4781,1.9466,1.7223,4,30,30.3329,1.7385,-74.7405,-15.9501,30.3239,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,48.2019999,60.4214,60.8407,33.8477,-27.4595,0.1976,0.4164,2.2149,1.9297,4,30,30.4204,0.9834,-67.9833,-22.1113,30.4133,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.986
,48.40199995,60.4521,60.9185,33.9765,-25.0668,0.3469,0.4996,2.5705,2.2126,4,30,30.4593,0.5003,-60.4107,-27.3735,30.4546,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.899
,48.602,60.4823,60.9185,33.9121,-22.424,0.5268,0.736,3.015,2.6463,4,30,30.4593,0.0564,-53.4492,-31.6097,30.4569,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,48.80200005,60.509,60.8797,33.7832,-20.2145,0.6596,0.7736,3.3267,2.904,4,30,30.4399,-0.1339,-49.2477,-35.1797,30.4399,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.921
,49.00200009,60.5309,60.8311,33.7832,-19.9181,0.6806,0.8354,3.3782,2.9794,4,30,30.4155,-0.242,-49.1252,-38.3469,30.4162,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,49.2019999,60.5485,60.7872,33.9121,-20.5765,0.6292,0.8166,3.2427,2.8286,4,30,30.3936,-0.22,-50.2666,-41.3519,30.3938,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.073
,49.40199995,60.562,60.7436,33.8477,-21.0582,0.5929,0.83,3.1476,2.7406,4,30,30.3718,-0.2197,-52.6454,-43.4839,30.3776,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,104.964
,49.602,60.5727,60.7192,33.8477,-22.5004,0.4913,0.6313,2.8915,2.508,4,30,30.3596,-0.1262,-56.2511,-47.1138,30.3595,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.029
,49.80200005,60.5807,60.6901,33.9121,-23.2744,0.4556,0.642,2.8185,2.4514,4,30,30.345,-0.1909,-58.1859,-49.7874,30.3423,25,0.0008,29.15,29.3061,3,-3.9086,-14.467,29.3124,25,105.008
