Volume,Block Temp,Block Rate,Iset,Imeasure,Vset,New Block Rate
10,59.9955,-0.02300002193456726,0.1207,0.1961,1.4105,0.04800004577644648
10,60.0051,0.04799998855583743,-0.332,0.4593,0.3026,-0.1469999649522455
10,59.9757,-0.14699996495295573,0.297,0.2364,1.8467,0.09899997639688639
10,59.9955,0.09949742735723979,-0.0106,0.2068,1.0891,0.04824117690048314
10,60.0051,0.04776119992157296,-0.1489,0.1746,0.7569,-0.04776119992157296
10,59.9955,-0.04800004577644648,0.0842,0.2364,1.3311,0.060000057220566984
10,60.0075,0.05999998569480567,-0.1279,0.2767,0.8059999999999999,-0.05999998569480567
10,59.9955,-0.05999998569509558,0.017,0.3492,1.1817,0.022999994516469884
10,60.0001,0.02299999451636529,-0.1367,0.1961,0.7894,-0.03549999153610818
10,59.993,-0.035499991536088,-0.008,0.1343,1.1037,0.06049998557555958
10,60.0051,0.060500057697386096,-0.1294,0.1692,0.8105,0.02350002241138637
10,60.0098,0.023499994397129853,-0.0438,0.0376,1.0191,-0.07149998295296729
10,59.9955,-0.07079202974320073,0.2239,0.043,1.6864,0.02277226131601407
10,60.0001,0.02323232860359062,0.0297,0.2525,1.2162,-0.02323232860359062
10,59.9955,-0.022999994516352217,0.0632,0.3223,1.2957,0.011499997258158345
10,59.9978,0.011500010967265866,-0.0551,0.4432,0.9986,0.0
10,59.9978,0.0,-0.0862,0.1988,0.9331,-0.061691476722795055
10,59.9854,-0.06200005912789686,0.1812,0.1639,1.5967,0.05050004816063426
10,59.9955,0.050753738197395586,-0.0176,0.1827,1.1021,0.0
10,59.9955,0.0,0.2037,0.1343,1.6556,0.0
10,59.9955,0.0,0.1458,0.3277,1.5019,0.0
10,59.9955,0.0,0.1551,0.1477,1.5358,0.04799998855583743
10,60.0051,0.047524719268161986,-0.0607,0.3707,1.002,-0.012376228976073957
10,60.0026,-0.01262626554540862,-0.2202,0.4244,0.6087,0.01262626554540862
10,60.0051,0.012499997019735786,-0.0736,0.188,0.9728,-0.04799998855582379
10,59.9955,-0.04800004577644648,0.1796,0.3197,1.6065,0.07150006818783285
10,60.0098,0.07149998295296729,0.2209,0.13699999999999998,1.706,-0.07149998295296729
10,59.9955,-0.07079202974320073,-0.0509,0.3035,1.0343,0.047524719268161986
10,60.0051,0.048484859694407856,-0.0387,0.3411,1.0727,-0.048484859694407856
10,59.9955,-0.04799998855582379,0.1004,0.3707,1.4064,-0.0369999911784364
10,59.9881,-0.03700003528599973,-0.0153,0.3062,1.1216,0.060000057220566984
10,60.0001,0.05999998569480567,0.0199,0.2579,0.8548,0.048499988436608535
10,60.0098,0.04849998843684287,-0.1964,0.0806,1.1697,-0.07149998295331275
10,59.9955,-0.0718592530913458,-0.228,0.3358,0.6126,0.0718592530913458
10,60.0098,0.07114428738317749,-0.0603,0.2122,1.0253,0.0
10,60.0098,0.0,-0.12300000000000001,0.4432,0.8709,-0.048500046253265594
10,60.0001,-0.048499988436608535,0.0125,0.3761,1.2039,-0.01149999725819714
10,59.9978,-0.011499997258252705,0.0933,0.368,1.3999,0.048499988436878395
10,60.0075,0.04849998843665784,-0.1046,0.1853,0.9165,0.011499997258164881
10,60.0098,0.011499997258158345,-0.1157,0.3519,0.8888,-0.03599999141685896
10,60.0026,-0.03600003433232598,0.0492,0.1182,1.2890000000000001,-0.061000058174240736
10,59.9904,-0.060999985456383396,0.1943,0.2821,1.6563,0.03699999117844692
10,59.9978,0.036999991178625694,0.0446,0.2982,1.2911,0.036499991297852176
10,60.0051,0.03649999129768619,-0.0536,0.2068,1.047,-0.024999994039485784
10,60.0001,-0.024999994039471573,0.1228,0.2391,1.4892,-0.022999994516352217
10,59.9955,-0.02300002193456726,0.1646,0.2606,1.5945,0.07150006818783285
10,60.0098,0.07149998295296729,-0.1132,0.2767,0.9059999999999999,-0.048499988436608535
10,60.0001,-0.0473170357500861,0.1563,0.3707,1.5771,-0.03463411895111718
10,59.993,-0.03659793706488774,0.2149,0.2955,1.7209,0.11237113070625027
10,60.0148,0.10845772482191189,-0.1777,0.4217,0.7533,-0.07313433737990528
10,60.0001,-0.07350007009518035,0.1159,0.1665,1.4721,-0.02300002193456726
10,59.9955,-0.022660090857380424,0.1647,0.5238,1.6002,0.0
10,59.9955,0.0,0.2622,0.1773,1.8482,0.08399997997317189
10,60.0123,0.08527917625783807,-0.0655,0.2767,1.0293,-0.13654820484141544
10,59.9854,-0.13449996793250343,0.3757,0.3626,2.1213,0.09849997651560895
10,60.0051,0.0985000939370951,-0.1204,0.4943,0.9022,0.012000011444120502
10,60.0075,0.01199999713896824,0.0248,0.1585,1.2569,0.0
10,60.0075,0.0,0.1195,0.3116,1.5037,-0.02425740879312325
10,60.0026,-0.024747480469019555,0.2055,0.1934,1.7009999999999998,-0.01262626554540862
10,60.0001,-0.012499997019735786,0.2355,0.1209,1.7912,-0.05999998569478862
10,59.9881,-0.060000057220566984,0.2435,0.043,1.8045,0.048500046253265594
10,59.9978,0.048499988436608535,0.1351,0.1424,1.5441,0.04849998843664406
10,60.0075,0.048019768427221825,-0.1414,0.5319,0.8618,0.02376235963409858
10,60.0123,0.02436547893094773,-0.0032,0.2149,1.2105,-0.0365482183964216
10,60.0051,-0.035820899941206234,0.4485,0.3949,2.3166,-0.01243781247956635
10,60.0026,-0.012500011920939613,0.0418,0.2606,1.3094,0.012500011920939613
10,60.0051,0.01249999701973934,0.0647,0.2337,1.3715,-0.02499999403947868
10,60.0001,-0.024630533540713952,0.2372,0.3465,1.7895,-0.011330045428764821
10,59.9978,-0.011734687939465816,0.0773,0.2068,1.4019,0.024489783525800723
10,60.0026,0.023880599960804157,0.1864,0.1853,1.6852,0.03582089994117089
10,60.0098,0.03600003433232598,0.08,0.2176,1.4174,-0.09700009250656672
10,59.9904,-0.0969999768732526,0.2902,0.4701,1.3434,0.03699999117844692
10,59.9978,0.0366336377691972,0.0155,0.1827,1.0908,-0.08415835703735919
10,59.9808,-0.08629440454703141,-0.2144,0.599,0.6967,0.11065988347797914
10,60.0026,0.10845772482191189,0.1051,0.1961,1.4901,0.06069652490033894
10,60.0148,0.061000058174240736,-0.159,0.223,0.8389,-0.025000023841914753
10,60.0098,-0.024999994039514205,-0.0368,0.3062,1.1389,0.024999994039514205
10,60.0148,0.024875624959294677,-0.0379,0.3197,1.1308,-0.036318412440555385
10,60.0075,-0.03686865099773058,-0.0011,0.2955,1.4204,0.0611110516537495
10,60.0196,0.06019901240113931,-0.2279,0.3331,0.6669,-0.07213931238154139
10,60.0051,-0.0725000691415066,0.0926,0.2525,1.465,-0.060500057697386096
10,59.993,-0.06049998557557677,0.3083,0.3411,1.9915,0.023999994277900952
10,59.9978,0.023999994278016915,0.1035,0.3062,1.4942,0.07249998271493084
10,60.0123,0.07286427761013935,0.0189,0.1907,1.2871,-0.12160796676998355
10,59.9881,-0.12039802480231397,0.2957,0.1397,1.9574,0.0
10,59.9881,0.0,0.3153,0.3949,2.0111,0.08500008106244622
10,60.0051,0.08499997973428436,0.1158,0.2686,1.5193,-0.04799998855583743
10,59.9955,-0.04729062439820859,0.2733,0.2982,1.9028,0.0
10,59.9955,0.0,0.2494,0.3411,1.8552,0.0
10,59.9955,0.0,0.2101,0.1692,1.764,-0.07313433737990528
10,59.9808,-0.07350007009518035,0.4495,0.2068,2.3457,0.10900010395068722
10,60.0026,0.10899997401222083,-0.1003,0.1424,7.3914,0.01249999701973934
10,60.0051,0.012437812479629664,6.4,6.2132,16.9711,0.338806011945426
10,60.0732,0.34393905930756674,6.4,6.189,16.9739,2.248482660847666
10,60.5184,2.2149256463631892,6.4,6.2454,17.0215,3.4865675942752152
10,61.2192,3.504003341680984,6.4,5.8828,17.0894,4.9610047311870105
10,62.2114,4.960998817198646,6.4,6.4442,17.1921,5.529998681537721
10,63.3174,5.52999868156444,6.4,6.3932,17.3077,6.101998545191014
10,64.5378,6.132659613474621,6.4,6.3502,17.4294,6.428136821990031
10,65.817,6.364179889550242,6.4,6.1944,17.5585,6.656717239070005
10,67.155,6.690006380093006,6.4,6.2829999999999995,17.6921,5.031004797944314
10,68.1612,5.030998800509228,6.4,6.3502,17.8292,6.874498360982154
10,69.5361,6.87449836101537,6.4,6.3314,17.9731,8.6559979362788
10,71.2673,8.69949223438809,6.4,6.3045,18.1128,5.012057275056994
10,72.2647,4.962189666852299,6.4,6.2965,18.219,6.846269501258698
10,73.6408,6.880506561768228,6.4,6.3771,18.3899,6.96950664664544
10,75.0347,6.934818500315118,6.4,6.2723,18.532,6.688550105332939
10,76.3791,6.755782909103325,6.4,6.3368,18.6403,6.920607127653347
10,77.7563,6.920598836182584,6.4,6.2723,18.8168,6.934669179445264
10,79.1363,6.865672488726918,6.4,6.3018,18.919,6.680597839030739
10,80.4791,6.714006402981176,6.4,6.2696,19.0561,6.740506428253619
10,81.8272,6.740498392930383,6.4,6.3556,19.1938,6.792498380532496
10,83.1857,6.792498380565315,6.4,6.3018,19.3365,6.489998452685935
10,84.4837,6.522609126753553,6.2124,6.2427,18.986,6.7256240795431355
10,85.8221,6.658707289066733,5.8293,5.8452,18.1269,6.810448601317527
10,87.191,6.844506527435902,5.4069,5.5309,17.1631,5.920505646239227
10,88.3751,5.92049858843473,4.9703,5.0286,16.142,6.223998516074262
10,89.6199,6.0427158169942325,4.6827,4.9319,15.5097,5.457764615236711
10,90.7442,5.825386240667974,4.3019,4.5585,14.6228,5.36269212762724
10,91.7792,5.149254366545136,3.9314,4.1341,13.7473,4.621891117411069
10,92.7082,4.645004429825395,3.6908,4.0105,13.1997,4.421504216678762
10,93.5925,4.421498945826201,3.4854,3.6586,12.7423,4.042499036187426
10,94.40100000000001,3.982757273537114,3.3392,3.7043,12.4266,3.206402856333024
10,95.0519,3.3040604658461135,3.2888,3.5619,12.3591,3.2796949869152923
10,95.698,3.2304992297834043,6.4,6.1004,20.6178,2.9774992901037787
10,96.2935,2.9775028395705303,6.4,6.0843,20.6779,3.5965034298960368
10,97.0128,3.596499142522694,6.4,6.1514,20.7557,4.257498984927099
10,97.8643,4.215343589254631,3.9199,4.0508,14.2761,4.628709637055881
10,98.7993,4.72222331398713,3.9028,4.1878,14.3089,4.36363737249721
10,99.6633,4.319998970024638,-6.4,6.2723,-13.0543,3.5634991503895095
10,100.376,3.5635033984246967,-6.4,6.4039,-13.038,1.6000015258816915
10,100.696,1.5999996185280565,-6.4,6.1111,-13.0112,-0.3749999105924644
10,100.62100000000001,-0.37313437438917274,-5.0222,5.5497,-9.35,-2.004975371718225
10,100.21799999999999,-2.0251244053018556,-2.8191,2.9011,-3.5182,-2.1130640506932195
10,99.7975,-2.102499498721421,0.9567,0.0322,1.3836,-3.3154992095177356
10,99.1344,-3.3155031619130386,0.2109,0.3223,3.8479,-2.9905028519683245
10,98.5363,-2.990499287005171,-0.2408,0.6232,4.9078,-2.8329993245562703
10,97.9697,-2.804948535139923,-0.6748,1.0288,5.7646,-2.280691475712997
10,97.509,-2.3267682147100306,-0.5694,0.8059,5.2794,-1.7262630253698685
10,97.1672,-1.7089995925398627,-0.5596,1.1497,5.2369,-1.4389996569132428
10,96.8794,-1.4390013723398274,-0.2835,0.5883,4.4856,-1.1950011396429354
10,96.6404,-1.1890534626410365,-0.2533,0.7414,4.3938,-1.1507450456438164
10,96.4091,-1.1507464106105476,0.1335,0.1665,3.3645,-1.2004976605288131
10,96.1678,-1.2186871504439252,0.0734,0.3438,3.4989,-1.4398993227997081
10,95.8827,-1.4254996601319652,-0.7098,0.8462,5.5291,-1.128499730942719
10,95.65700000000001,-1.1285010762234002,-0.6933,1.1819,5.4816,-1.2305011734984779
10,95.4109,-1.2304997066243228,-0.6671,0.8274,5.394,-1.0774997431024689
10,95.1954,-1.0563725687746734,-1.1221,1.1551,6.5742,-0.8549019767717689
10,95.021,-0.8943581870441213,0.3334,2.5331,4.5851,-0.8410249006606637
10,94.85700000000001,-0.8159204986602313,2.0635,2.697,9.1232,-0.44626871176728466
10,94.7673,-0.44850042772375953,2.0957,2.4767,9.1986,-0.06400006103533304
10,94.7545,-0.06399998474118763,1.8024,2.5653,8.4256,0.3209999234672672
10,94.8187,0.31940302447724894,1.2523,1.8132,6.9873,0.36965178689482836
10,94.89299999999999,0.373366608719303,1.0271,1.8884,6.3919,0.33417065248785455
10,94.9595,0.3324999207253698,0.9919,1.2303,6.3145,0.1539999632832813
10,94.9903,0.15400014686611246,1.0447,1.5553,6.443,0.03850003671645706
10,94.99799999999999,0.038308416997149375,1.3305,1.1336,7.2064,-0.07611932208536883
10,94.9827,-0.07650007295617985,1.3145,1.4774,7.1529,-0.16600015831015025
10,94.9495,-0.1668340701141575,1.4724,1.6252,7.5715,-0.10301501317291006
10,94.929,-0.10249997556191871,1.4340000000000002,1.472,7.4662,0.049999988078943146
10,94.939,0.05000004768375845,1.2333,1.5123,6.9333,-0.05000004768375845
10,94.929,-0.04999998807895736,1.4242,1.5634,7.433,0.15249996364097626
10,94.9595,0.15098999350825706,1.0491,1.1981,6.4446,0.06336629235754931
10,94.9723,0.06464647959254381,1.3016,1.1981,7.1233,0.038888897879893
10,94.98,0.038499990820820326,1.3237,1.5016,7.1771,-0.10249997556191871
10,94.9595,-0.10250009775179009,1.5932,1.6064,7.8927,0.10250009775179009
10,94.98,0.10249997556194784,1.3404,1.8186,7.2186,-0.10249997556194784
10,94.9595,-0.10148507760389087,1.6531,1.3780000000000001,8.0456,-0.10148507760396122
10,94.939,-0.1040608996009211,1.784,1.5419,8.3936,0.23451773471029078
10,94.9852,0.22985077462266046,1.3728,1.2948,7.3081,-0.12786071229006085
10,94.9595,-0.1285001225473786,1.0472,1.9126,6.4594,0.18000017166170096
10,94.9955,0.17999995708441702,1.1956,1.2518,6.8325,0.02499999403947868
10,95.0005,0.024752457952147915,1.5715,1.3834,7.8288,-0.050495014222415514
10,94.9903,-0.051515163425301616,1.2666,1.5607,7.04,0.051515163425301616
10,95.0005,0.050999987840556114,1.3897,1.3136,7.3611,-0.17999995708436586
10,94.9645,-0.18000017166170096,1.0921,1.8535,6.5673,0.18000017166170096
10,95.0005,0.17999995708441702,0.9381,1.0476,6.5406,-0.20499995112389569
10,94.9595,-0.20297015520778175,1.6495,2.0979,6.6179,0.19059392623163743
10,94.99799999999999,0.19444448939939324,1.2288,1.2733,6.9303,-0.07727274513795243
10,94.9827,-0.07649998176083417,1.3834,1.6305,6.7164,-0.0634999848602919
10,94.97,-0.06350006055840735,1.4821,1.7595,7.601,0.11400010871909148
10,94.9928,0.11399997282014498,1.2103,1.5795,6.8896,-0.01249999701973934
10,94.9903,-0.012376228976073957,1.3151,1.5123,7.1628,0.0
10,94.9903,0.0,1.058,1.4989,6.4842,0.0
10,94.9903,0.0,1.3552,1.5311,7.2758,0.0
10,94.9903,0.0,1.2548,1.1416,6.9963,-0.06400006103526198
10,94.9775,-0.06399998474111658,1.4386,1.6789,7.492000000000001,0.19249995410415635
10,95.016,0.18965510826366544,0.8622,1.6735,5.9746,-0.12660094239938732
10,94.9903,-0.1304568351086921,1.3152,1.8186,7.167999999999999,0.05177664272794993
10,95.0005,0.050999987840556114,1.1569,1.7434,6.7442,-0.10249997556191871
10,94.98,-0.10250009775179009,1.5458,1.9180000000000001,7.7718,0.07750007390991087
10,94.9955,0.07749998152246917,1.2186,1.335,6.909,0.012499997019668285
10,94.99799999999999,0.012376228976003607,1.1642,1.6440000000000001,6.7735,0.02574255627033795
10,95.0032,0.026395935508592837,1.0307,1.6064,6.4225,-0.013705581898671625
10,95.0005,-0.013432837477965594,0.9512,1.6601,6.2208,0.025870649957531945
10,95.0057,0.0260000247955885,1.2466,0.9617,6.9936,-0.0260000247955885
10,95.0005,-0.02599999380109193,1.237,1.9797,6.968,0.02599999380109193
10,95.0057,0.0257425562702676,1.1342,1.9609,6.6951,-0.07623757049268311
10,94.9903,-0.07817257823673955,1.4809999999999999,1.8938,7.6096,-0.025888321364109422
10,94.9852,-0.02537313745833232,1.5222,1.1981,7.7201,-0.025870649957531945
10,94.98,-0.0260000247955885,1.4448,1.9126,7.5134,0.18000017166170096
10,95.016,0.17999995708441702,0.9042,1.6332,6.0877,-0.08999997854227956
10,94.99799999999999,-0.08910884862788726,1.2967,1.147,7.1224,0.12722763387422883
10,95.0237,0.12979800980699296,0.8507,1.3646,5.9527,-0.11717174426151257
10,95.0005,-0.11599997234326748,1.2882,1.3968,7.1079,0.10249997556191871
10,95.021,0.10250009775179009,1.1171,1.0208,6.6512,-0.025000023841879226
10,95.016,-0.02499999403947868,1.0382,1.5499,6.4406,-0.02499999403947868
10,95.01100000000001,-0.024875624959259327,1.0621,1.609,6.5135,-0.06467662489422979
10,94.99799999999999,-0.06532659371950915,1.2794,1.4747,7.0872,-0.03869344397219446
10,94.9903,-0.03849999082074927,1.2148,1.6977,6.9089,0.02599999380108454
10,94.9955,0.0260000247955885,1.3612,1.5097,7.3021,0.025000023841879226
10,95.0005,0.02499999403947868,1.2297,1.8884,6.9462,-0.012499997019810393
10,94.99799999999999,-0.012376228976144307,1.3012,1.284,7.1344,0.012376228976144307
10,95.0005,0.012626265545480391,1.3622,1.7138,7.305,0.11717174426151257
10,95.0237,0.11599997234326748,0.9661,1.3834,6.2644,-0.11599997234326748
10,95.0005,-0.11600011062643899,1.1419,1.6547,6.7258,-0.025000023841879226
10,94.9955,-0.02499999403947868,1.0846,1.8051,6.5727,-0.013499996781352592
10,94.9928,-0.013300488112019136,1.1851,1.7165,6.834,0.1389162091697443
10,95.021,0.14314718871847526,0.9021,1.5956,6.0983,-0.15583754232825842
10,94.9903,-0.15349996340247482,1.4633,1.6628,7.5673,-0.0514999877213626
10,94.98,-0.05150004911432236,0.4284,1.9341,4.8504,0.2185002083782291
10,95.0237,0.2184999479052483,1.0299,1.2545,7.4494,-0.11599997234330044
10,95.0005,-0.11485140489808451,1.2243,1.5956,7.3567,-0.050495014222415514
10,94.9903,-0.051515163425301616,1.1559,1.8051,6.76,0.0
10,94.9903,0.0,1.5159,1.6064,7.385,0.10349997532353168
10,95.01100000000001,0.10350009870549937,1.1482,1.19,6.7505,-0.05250005006803164
10,95.0005,-0.05249998748299049,1.4993,1.2383,7.6736,0.10249997556194784
10,95.021,0.10148507760389087,0.8898,1.4828,6.0765,-0.07574252133362327
10,95.0057,-0.07766496409232827,1.47,1.6252,7.5932,0.09137054599099989
10,95.0237,0.08955224985296256,0.8253,1.8589,5.8991,-0.1154228998104945
10,95.0005,-0.11600011062643899,1.3099,1.6977,7.1674,0.0
10,95.0005,0.0,1.2627,1.7192,7.0612,-0.06399998474111658
10,94.9877,-0.06305416586427812,1.4246,1.5473,7.4734,-0.012315266770356976
10,94.9852,-0.012690353609783163,1.4894,1.7326,7.6537,0.0
10,94.9852,0.0,1.5514,1.6037,7.8118,0.2304999450441155
10,95.0313,0.23050021982231406,0.9269,1.3458,6.1698,-0.15400014686611246
10,95.0005,-0.15399996328332508,1.4531,1.335,7.5544,0.11599997234330044
10,95.0237,0.11428567562903034,0.9326,1.5392,6.1868,-0.013300488112019136
10,95.021,-0.01370558189860044,0.9389,1.6762,6.2006,-0.05076141443913265
10,95.01100000000001,-0.049999988078943146,1.119,1.6816,6.6893,-0.0909999783037959
10,94.9928,-0.09100008678455976,1.3878,1.4801,7.377000000000001,0.013500012874648889
10,94.9955,0.013499996781352592,1.2648,1.3324,7.0639,-0.02599999380109193
10,94.9903,-0.02587064995766364,1.3345,1.5123,7.2442,0.0383084624372226
10,94.99799999999999,0.03869344397219446,1.4227,1.1067,7.4817,0.06532659371950915
10,95.01100000000001,0.06499998450278241,1.0456,1.4694,6.4778,0.15249996364086185
10,95.0415,0.15250014543554855,0.7769,1.2383,5.781000000000001,-0.25600024414104794
10,94.9903,-0.2559999389644663,1.6423,1.3162,8.0539,0.14099996638277912
10,95.0185,0.13960386285023244,1.0426,1.2329999999999999,6.4811,-0.13960386285023244
10,94.9903,-0.14314718871921875,1.4364,1.6843,7.5174,0.0
10,94.9903,0.0,1.4747,1.3458,7.6154,0.05074627491666464
10,95.0005,0.05100004863746773,1.2865,1.3861,7.1213,0.09000008583085048
10,95.0185,0.08999997854220851,0.8993,1.6735,6.1016,-0.037499991059218016
10,95.01100000000001,-0.037128686928221875,1.1834,1.6601,6.8509,-0.10247517592201055
10,94.9903,-0.10507612788967152,1.4591,1.5123,7.5745,0.07817257823673955
10,95.0057,0.07661692487419659,1.2714,1.4452,7.0768,-0.025870649957531945
10,95.0005,-0.0260000247955885,1.2514,1.7031,7.0341,0.0
10,95.0005,0.0,1.3061,1.5741,7.1805,0.0
10,95.0005,0.0,1.2355,1.5687,6.9923,0.10199006233304808
10,95.021,0.10301501317291006,1.0217,1.4156,6.4315,-0.10301501317291006
10,95.0005,-0.10249997556191871,1.2547,1.6816,7.0377,0.0
10,95.0005,0.0,1.0043,1.5553,6.3853,0.0
10,95.0005,0.0,1.3158,1.6117,7.2032,-0.06368152435900969
10,94.9877,-0.06368159989543061,1.319,1.8884,7.2111,0.16567166222795954
10,95.021,0.16818185706498062,1.2035,1.2598,6.9193,-0.10353537747243681
10,95.0005,-0.10249997556191871,1.4521,1.9502,6.6661,0.06399998474109839
10,95.0133,0.06400006103526198,1.3216,1.5607,8.3107,-0.07650007295627265
10,94.99799999999999,-0.07649998176092697,1.2755,1.37,7.3404,0.025999993801162986
10,95.0032,0.025615754882446117,1.1493,1.5365,7.1521,-0.013300488112019136
10,95.0005,-0.013775503233276502,1.1352,1.4774,6.7287,0.09183668822169833
10,95.0185,0.08955224985296256,0.9079,1.5419,6.1401,-0.01243781247956635
10,95.016,-0.012500011920939613,0.9629,2.0335,6.2898,-0.07750007390991087
10,95.0005,-0.07749998152246917,1.4088,1.695,7.4505,0.0
10,95.0005,0.0,1.3608,1.5043,7.3242,0.0
10,95.0005,0.0,1.3491,1.3780000000000001,7.3012,-0.07727274513795243
10,94.9852,-0.07649998176083417,1.4398,2.063,7.5309,0.07649998176083417
10,95.0005,0.07650007295620159,1.2328,1.5849,6.992999999999999,0.05250005006803164
10,95.01100000000001,0.05249998748299049,1.0417,1.4425,6.4965,-0.05249998748299049
10,95.0005,-0.05198016169959504,1.4331,1.2249,7.5169,0.0
10,95.0005,0.0,1.2143,1.6386,6.9443,-0.02525253109081724
10,94.9955,-0.024999994039471573,1.2352,1.464,6.9936,0.07749998152244714
10,95.01100000000001,0.07750007390991087,1.0983,1.6681,6.64,0.0
10,95.01100000000001,0.0,1.1605,1.5876,6.8115,-0.1034999753235611
10,94.9903,-0.10097552989974332,1.4379,1.4586,7.5287,0.049756058211443605
10,95.0005,0.05257731803685931,1.4166,1.3216,7.4863,0.054123709743877466
10,95.01100000000001,0.05223881241426351,1.0169,1.7756,6.4287,0.011442787481167106
10,95.0133,0.011500010967230337,1.1008,1.4398,6.6493,-0.14050013399146358
10,94.9852,-0.1404999665019725,1.4509999999999998,1.8159,7.5705,0.17899995732280377
10,95.021,0.1763546201516463,1.113,1.2088,6.6821,0.013300488112019136
10,95.0237,0.013775503233276502,0.8172,1.6198,5.9101,-0.013775503233276502
10,95.021,-0.013432837477965594,1.0347,1.6037,6.4815,-0.19054728718716293
10,94.9827,-0.19150018262900234,1.6129,1.4667,8.0008,0.050500048160684145
10,94.9928,0.05049998795983504,1.2676,1.8857,7.0864,-0.01249999701973934
10,94.9903,-0.012376228976073957,1.3358,1.7756,7.2708,-0.025247507111207757
10,94.9852,-0.025757581712650808,1.4225,1.8213,7.4932,0.10353537747243681
10,95.0057,0.10249997556191871,1.2428,1.4452,7.0246,-0.07699998164164065
10,94.9903,-0.07700007343305623,1.5199,1.5876,7.7622,0.1670001592639067
10,95.0237,0.16699996018387106,0.8832,1.558,6.0807,-0.14099996638277912
10,94.9955,-0.13960386285023244,1.524,1.4747,7.7708,0.13960386285023244
10,95.0237,0.14314718871921875,0.8638,1.2786,6.0324,-0.1177664814995206
10,95.0005,-0.1154228998104945,1.3055,1.2733,7.1943,0.05223881241426351
10,95.01100000000001,0.05250005006803164,1.1185,1.4532,6.7063,0.06350006055840735
10,95.0237,0.06349998486030996,1.0309,1.1282,6.4795,-0.16699996018387106
10,94.9903,-0.16453196405212042,1.2006,1.9206,6.9265,0.15123147594010128
10,95.021,0.15663257380031445,1.0086,1.3136,6.4075,-0.19540806438286248
10,94.9827,-0.19054728718716293,1.4775,1.8696,5.8537,0.08855722485463402
10,95.0005,0.08900008487721225,1.3162,1.5258,7.2169,0.0
10,95.0005,0.0,1.0909,1.507,6.8122,0.02599999380109193
10,95.0057,0.02549019655513098,1.2924,1.5311,7.2382,-0.10049019795767968
10,94.9852,-0.10512811258258296,1.4944,1.8508,7.6897,0.07846146939089058
10,95.0005,0.07611941237499696,1.386,1.5499,7.4085,0.0
10,95.0005,0.0,1.3327,1.4532,7.2657,0.11600011062643899
10,95.0237,0.11599997234330044,0.8706,1.6735,6.053,-0.14099996638277912
10,94.9955,-0.14099996638346038,1.2736,1.883,7.1206,0.08899997878102528
10,95.0133,0.08944718216962574,0.9644,1.37,6.3046,-0.16733658237355425
10,94.98,-0.16567166222795954,1.5135,1.7756,7.7445,0.10199006233252891
10,95.0005,0.10250009775179009,-3.9554,1.7944,-6.6898,0.038500036716528116
10,95.0082,0.03849999082083127,-6.4,6.2159,-13.0839,-0.6534998441925894
10,94.8775,-0.6438421467548704,-6.4,6.2589,-13.1012,-1.7660092548708284
10,94.51899999999999,-1.8197967076445936,-6.4,6.0171,-13.0983,-3.0157356318316
10,93.9249,-2.970499291772701,-6.4,6.1219,-13.1157,-3.732999109977295
10,93.1783,-3.7330035600728055,-6.4,5.9849,-13.1286,-4.0870038976740934
10,92.3609,-4.0869990255776525,-6.4,6.0789,-13.1482,-4.438498941773058
10,91.4732,-4.394551384828314,-6.4,5.8962,-13.1924,-4.389105844078867
10,90.5866,-4.4777788130277925,-6.4,5.9526,-13.2096,-4.511112154067732
10,89.6934,-4.465998935215301,-6.4,5.9097,-13.2496,-4.81549885188738
10,88.7303,-4.815504592427142,-6.4,5.9929,-13.2827,-4.71850449992054
10,87.7866,-4.71849887501546,-6.4,5.7619,-13.2971,-4.497998927587128
10,86.887,-4.388289212453508,-6.4,5.8935,-13.350999999999999,-4.824874233034352
10,85.8979,-5.09845345786958,-6.4,5.9311,-13.3624,-4.584535947254353
10,85.0085,-4.4248761677345945,-6.4,5.9177,-13.4161,-4.795025467126741
10,84.0447,-4.819004595764983,-6.4,5.9499,-13.4585,-4.535004324921069
10,83.1377,-4.53499891876561,-6.4,5.8506,-13.4947,-4.453498938196688
10,82.24700000000001,-4.4313438302463934,-6.4,5.915,-13.5215,-4.388060242817432
10,81.365,-4.454541120547361,-6.4,5.9016,-13.565999999999999,-4.587369274141799
10,80.4567,-4.518906030080141,-6.4,5.9473,-13.6023,-4.15223931818218
10,79.6221,-4.173003979690249,-6.4,5.8479,-13.6409,-4.467004260071041
10,78.7287,-4.466998934978112,-6.4,5.9311,-13.6724,-3.312999210114716
10,78.0661,-3.312999210130723,-6.4,5.8076,-13.7124,-5.16699876810912
10,77.0327,-5.192961688433832,-6.4,5.9849,-13.7684,-3.045224291843378
10,76.4267,-3.014925745049669,-6.4,5.8264,-13.7807,-4.18905524312175
10,75.5847,-4.210004014976285,-6.4,5.8667,-13.8365,-3.993503808505403
10,74.786,-3.9934990478699395,-6.4,5.7243,-13.8828,-4.186499001854902
10,73.9487,-4.1044118414620305,-6.4,6.001,-13.8988,-3.8318628167572863
10,73.167,-4.008714419795686,-6.4,5.821000000000001,-13.9537,-4.079483588265935
10,72.3715,-3.9577119310016324,-6.4,5.9956,-13.9854,-3.8930353061078025
10,71.589,-3.912503731257652,-6.4,5.8318,-14.0093,-3.796003620154358
10,70.8298,-3.795999094957859,-6.4,5.9258,-14.0457,-3.693499119395982
