Volume,Block Temp,Block Rate,Iset,Imeasure,Vset,New Block Rate
5,95.0005,-0.09625003442170436,1.3119,2.1812,7.3268,-0.07625002726915303
5,94.97,-0.15249996364120652,1.5231,2.1705,7.8694,0.13999996662137726
5,94.99799999999999,0.138613928136731,1.2103,1.6466,7.0498,-0.01237624358355881
5,94.9955,-0.012626250341590409,1.3731,1.6762,7.4839,0.07828275211839164
5,95.01100000000001,0.07750007390985855,1.5023,0.9670000000000001,7.8153,-0.052500050067996205
5,95.0005,-0.052499987483068826,1.7317,0.7656,8.4228,0.10249997556210079
5,95.021,0.10249997556210261,1.4236,1.3109,7.6206,-0.10249997556210261
5,95.0005,-0.10249997556205163,1.4002,1.5446,7.5686,0.025999993801118258
5,95.0057,0.025999993801130727,1.3744,1.284,7.4801,0.0264999936819381
5,95.01100000000001,0.026500025272425252,1.1951,1.558,7.0135,-0.052500050067996205
5,95.0005,-0.052499987483068826,1.3322,1.7514,7.3745,0.0
5,95.0005,0.0,1.3483,2.0684,7.4166,0.05249998748306976
5,95.01100000000001,0.05249998748304365,1.2282,1.8454,7.1057,-0.05249998748304365
5,95.0005,-0.052499987483068826,1.3759,1.9314,7.4861,0.0
5,95.0005,0.0,1.4566,1.7326,7.7001,-0.03850003671650213
5,94.9928,-0.038499990820888716,1.6762,1.37,8.2797,-0.05049998795991039
5,94.9827,-0.05024876241766983,1.6844,1.5661,8.2951,-0.013432837477930745
5,94.98,-0.013366327294138338,1.683,1.4371,8.2912,0.1014850776040051
5,95.0005,0.10406089960035916,1.2666,1.5473,7.2055,0.0532994851612018
5,95.01100000000001,0.052500050067996205,1.2168,1.5983,7.0758,0.0
5,95.01100000000001,0.0,1.3354,1.3727,7.3889,0.08849997889992069
5,95.0287,0.08849997889992382,1.1425,1.4264,6.88,-0.03849999082089009
5,95.021,-0.038118830237611576,1.2929,1.327,7.2812,-0.10148519738584352
5,95.0005,-0.10353525280171415,1.4452,1.6386,7.681,-0.08989890243275656
5,94.9827,-0.08900008487715218,1.2118,1.8293,7.0701,0.06400006103528984
5,94.9955,0.06399998474128313,1.248,1.7326,7.1595,0.024999994039515982
5,95.0005,0.02499999403951687,0.9866,1.7434,6.4744,0.0
5,95.0005,0.0,1.0618,1.9636,6.6601,0.11599997234341583
5,95.0237,0.11599997234347353,1.5696,1.5634,8.0063,-0.12849996936330257
5,94.99799999999999,-0.1285001225473629,1.5031,1.8965,7.5046,-0.026000024795499895
5,94.9928,-0.025999993801059672,1.4645,1.9341,7.664,0.038499990820888716
5,95.0005,0.03849999082089009,1.2134,1.4506,7.6242,0.06399998474121435
5,95.0133,0.06399998474118024,1.0792,1.4935,7.8997,0.013499996781366022
5,95.016,0.013499996781372736,1.2716,1.464,7.2327,0.038499990820888716
5,95.0237,0.03850003671650213,1.1257,1.8938,6.8466,0.01150001096729363
5,95.02600000000001,0.0114999972582143,1.0985,1.4156,6.7728,-0.16599996042257656
5,94.9928,-0.16599996042258244,1.4073,2.0818,7.5757,0.15449996316436773
5,95.0237,0.1544999631642854,1.179,1.7568,6.9834,-0.06349998486037312
5,95.01100000000001,-0.0634999848604047,1.158,1.5365,6.2964,-0.10349997532371553
5,94.9903,-0.1035000987054295,1.5258,1.8803,7.8856,0.012500011920931175
5,94.9928,0.012499997019757991,1.4343,2.0576,7.6464,0.038499990820888716
5,95.0005,0.03830846243720054,1.4278,1.0584,7.6354,-0.02487562495919909
5,94.9955,-0.02512561296897752,1.3285,1.4344,7.3805,0.07788940020391599
5,95.01100000000001,0.0774999815225848,1.3512,1.3807,7.4329,0.08849997889992069
5,95.0287,0.08850008440022683,0.9099,1.5661,6.2821,-0.14100013446822304
5,95.0005,-0.1409999663829895,1.3213,1.9341,7.3593,0.0
5,95.0005,0.0,1.4891,1.515,7.7983,0.0
5,95.0005,0.0,1.5622,1.4479,7.9949,0.11599997234341583
5,95.0237,0.11599997234347353,0.9964,1.781,6.511,-0.0899999785423428
5,95.0057,-0.09000008583078972,1.2416,1.7192,7.1459,0.07650007295614995
5,95.021,0.07649998176097006,0.8958,1.9985,6.2503,-0.10249997556210079
5,95.0005,-0.10249997556210444,1.2195,2.0388,7.0902,0.10249997556210444
5,95.021,0.10249997556204982,1.1814,2.0979,6.984,0.0
5,95.021,0.0,1.1217,1.9072,6.8439,-0.10249997556210079
5,95.0005,-0.1025000977517209,1.5355,1.6252,7.9223,-0.0510000486374333
5,94.9903,-0.05099998784064671,1.4466,1.8589,7.6892,0.025999993801130727
5,94.9955,0.025999993801131653,1.4766,1.6493,7.7627,0.02499999403951687
5,95.0005,0.024999994039503547,1.4040000000000001,1.8266,7.5783,0.1409999663829194
5,95.0287,0.1409999663829895,1.0653,1.2329999999999999,6.6999,-0.08849997889992069
5,95.01100000000001,-0.08850008440022683,1.2504,1.8481,7.1773,0.0
5,95.01100000000001,0.0,1.1979,1.5311,7.0426,0.10149997580048604
5,95.0313,0.10149997580048965,1.0362,1.2813,6.6184,-0.089999978542346
5,95.0133,-0.08910895380221437,1.1201,1.7622,6.8367,0.038118830237611576
5,95.021,0.03888885105235327,0.9983,1.601,6.5075,-0.15505035419572938
5,94.9903,-0.1535001463891542,1.2462,1.8803,7.1655,0.0510000486374333
5,95.0005,0.05099998784064671,1.2271,1.6789,7.1242,0.025999993801130727
5,95.0057,0.025999993801131653,1.5164,1.6252,7.869,-0.025999993801131653
5,95.0005,-0.026130668794471606,1.4666,1.7595,7.736000000000001,0.09045231505775336
5,95.0185,0.08955214362982156,1.4425,1.3619,7.6737,-0.08955214362982156
5,95.0005,-0.09000008583079293,1.2938,1.9099,7.2959,0.1160001106263648
5,95.0237,0.11599997234347353,1.1974,1.4076,8.0008,-0.10249997556210079
5,95.0032,-0.10249997556210079,1.3458,1.7863,7.962999999999999,0.050499987959839336
5,95.0133,0.05049998795981422,1.1668,1.464,7.5991,-0.1529999635219351
5,94.9827,-0.15299996352201117,1.1607,1.8266,6.9417,0.20499995112427263
5,95.0237,0.20500019550352014,0.8913,1.6225,6.9168,0.038000036239649176
5,95.0313,0.037999990940081343,0.8919,1.6225,6.2407,-0.05149998772145408
5,95.021,-0.05149998772145408,1.0201,1.7944,6.5782,-0.1409999663829895
5,94.9928,-0.1409999663829194,1.5729,1.6601,8.0223,0.03849999082086957
5,95.0005,0.038499990820888716,1.2782,1.6574,6.7859,-0.038499990820888716
5,94.9928,-0.0385000367165035,1.4988,1.5795,7.8233,0.0385000367165035
5,95.0005,0.038499990820888716,1.3584,1.4291,7.4563,-0.05099998784064671
5,94.9903,-0.05099998784064671,1.5930000000000002,1.3753,8.072000000000001,0.17849995744233454
5,95.02600000000001,0.17849995744224575,1.0202,1.6628,6.5762,-0.1274999696016244
5,95.0005,-0.12749996960168783,1.2957,1.6493,7.2897,0.0
5,95.0005,0.0,1.3368,2.106,7.4053,0.0
5,95.0005,0.0,1.3424,1.5876,7.4145,-0.012499997019828601
5,94.99799999999999,-0.01249999701982949,1.3852,1.6789,7.5238,0.038499990820961144
5,95.0057,0.038499990820940626,1.1798,1.6896,6.9976,-0.06449998462198736
5,94.9928,-0.06449998462201945,1.6225,1.4049,8.1521,0.11599997234347353
5,95.016,0.1160001106263648,1.145,1.6037,6.9074,-0.0775000739098613
5,95.0005,-0.07749998152258206,1.5498,1.3404,7.9598,0.0
5,95.0005,0.0,1.3188,1.7756,7.3608,-0.07649998176097278
5,94.9852,-0.07536943263440558,1.436,1.8777,7.6663,0.0
5,94.9852,0.0,1.4216,1.7111,7.6313,0.03857867497377621
5,94.9928,0.038000036239649176,1.3847,1.7138,7.5327,-0.01250001192093162
5,94.9903,-0.012499997019757547,1.5025,1.8723,7.8511,0.1784999574423282
5,95.02600000000001,0.17849995744234087,1.1182,1.4076,6.8409,-0.15249996364120924
5,94.9955,-0.15099017172042786,1.5877,1.5553,8.0638,0.03811883023761091
5,95.0032,0.038888851052353963,1.4232,1.421,7.6367,-0.013636350369029606
5,95.0005,-0.013500012874640255,1.4225,1.4156,7.6349,0.12750012159365884
5,95.02600000000001,0.1274999696016833,0.8956,1.7272,6.2556,-0.08899997878079595
5,95.0082,-0.08899997878080228,1.2642,1.2329999999999999,7.2186,-0.03849999082089009
5,95.0005,-0.03793102165261758,1.2513,1.5446,7.1734,0.0
5,95.0005,0.0,1.4257,1.1228,7.6406,-0.01269035360986125
5,94.99799999999999,-0.012500011921002674,1.1978,2.0576,7.0443,0.06500006198900074
5,95.01100000000001,0.06499998450289557,1.2332,1.8508,7.1406,-0.1549999630451641
5,94.98,-0.15499996304517513,1.6429,1.7353,8.2072,0.10249997556210444
5,95.0005,0.10098518751670368,1.2679,2.1221,7.2304,-0.050246288422937053
5,94.9903,-0.051776642727974206,1.5023,1.7380000000000002,7.8427,0.0
5,94.9903,0.0,1.3797,1.9932,7.5249,0.026000024795571876
5,94.9955,0.025999993801129804,1.4356,1.5902,7.6683,0.024999994039515094
5,95.0005,0.02499999403951687,1.3286,1.8266,7.3839,0.05249998748307069
5,95.01100000000001,0.05198022305132598,1.3343,1.6037,7.4073,0.0
5,95.01100000000001,0.0,1.3709,1.4989,7.4945,0.0
5,95.01100000000001,0.0,1.2752,1.6574,7.5398,-0.10350009870543318
5,94.9903,-0.10349997532371186,1.3419,1.7326,6.9954,0.0
5,94.9903,0.0,1.4543,1.9287,6.7132,0.15349996340275296
5,95.021,0.15349996340267116,1.0213,1.3297,7.2695,-0.10249997556204982
5,95.0005,-0.10249997556210079,0.9947,1.7863,6.5146,0.0
5,95.0005,0.0,1.4178,1.8051,7.0385,-0.06400006103522105
5,94.9877,-0.0639999847412098,1.4694,1.5634,7.7485,0.0639999847412098
5,95.0005,0.06399998474121435,1.1852,1.7890000000000001,7.0114,0.0
5,95.0005,0.0,1.2672,1.6681,7.2258,0.052499987483042715
5,95.01100000000001,0.052499987483068826,1.3076,1.4747,8.2583,-0.10349997532371553
5,94.9903,-0.10350009870543318,1.4452,1.2598,7.6961,0.08950008535393861
5,95.0082,0.08949997866153225,1.2493,1.5768,7.1904,-0.03849999082088735
5,95.0005,-0.03849999082089009,1.2865,1.8051,7.279,0.12749996960169235
5,95.02600000000001,0.1274999696016244,0.9059,1.6305,6.2826,-0.1274999696016244
5,95.0005,-0.12749996960168783,1.3378,1.9421,7.4131,0.10249997556210079
5,95.021,0.10250009775172454,0.9886,2.2,6.5068,-0.15350014638915965
5,94.9903,-0.15349996340274205,1.4364,2.0281,7.6783,0.0
5,94.9903,0.0,1.4349,1.8132,7.6772,-0.03799999094015375
5,94.9827,-0.0379999909401335,1.4375,1.3941,7.6781,0.1529999635219351
5,95.0133,0.15299996352201117,1.2088,1.284,7.0796,0.0899999785423428
5,95.0313,0.09000008583079293,0.9684,1.6037,6.4577,0.0
5,95.0313,0.0,0.9014,1.3995,6.2797,-0.10149997580048244
5,95.01100000000001,-0.10149997580048965,1.2221,1.8992,7.1224,0.06349998486040696
5,95.0237,0.06349998486037312,0.9346,1.6225,6.3714,-0.19249995410434784
5,94.9852,-0.1924999541044436,1.4980000000000002,1.8777,7.8365,0.025499993920323354
5,94.9903,0.025500024318717555,1.3622,2.1678,7.4845,-0.025500024318717555
5,94.9852,-0.02549999392032245,1.5693,1.5902,8.0229,0.1289999692440343
5,95.01100000000001,0.12899996924404347,1.13,1.5634,6.8706,-0.05249998748307069
5,95.0005,-0.052499987483042715,1.5164,1.3619,7.8856,-0.07649998176093202
5,94.9852,-0.07649998176097006,1.5147,1.8024,7.88,0.05149998772145408
5,94.9955,0.05150004911428943,1.5607,1.4344,8.0064,0.05100004863743511
5,95.0057,0.0509999878406449,1.2409,1.147,7.1655,0.1414999662637208
5,95.03399999999999,0.14149996626373085,-6.4,6.275,-12.8627,-0.5774998623133513
5,94.9185,-0.5774998623130435,-6.4,6.1568,-12.8614,-1.5374996334308182
5,94.611,-1.537499633431583,-6.4,6.0735,-12.8562,-2.8019993319515066
5,94.0506,-2.802002672198587,-6.4,6.1434,-12.8725,-3.5310033674280237
5,93.3444,-3.530999158144372,-6.4,5.9607,-12.8883,-3.053499271989122
5,92.7337,-3.053499271989339,-6.4,6.0171,-12.9264,-4.109499020219518
5,91.9118,-4.109499020217328,-6.4,5.8318,-12.9367,-5.989998571870465
5,90.7138,-5.989998571873444,-6.4,5.8935,-12.9841,-3.270999220133261
5,90.0596,-3.2710031194723763,-6.4,5.864,-12.9957,-4.944504715448214
5,89.0707,-4.944498821139797,-6.4,5.9714,-13.0341,-4.708998877287349
5,88.1289,-4.708998877287684,-6.4,5.8506,-13.0864,-4.752498866916506
5,87.1784,-4.752498866913973,-6.4,5.9392,-13.1001,-4.74649886834443
5,86.2291,-4.746498868346791,-6.4,5.8371,-13.1471,-4.738498870254157
5,85.2814,-4.738504518991055,-6.2773,6.0305,-12.8586,-4.771004549985521
5,84.3272,-4.770998862505401,-5.2011,4.6633,-10.1402,-4.637998894215049
5,83.3996,-4.637998894215379,-4.4126,3.9622,-8.1768,-4.480498931766309
5,82.5035,-4.480498931763922,-3.659,3.2476,-6.3193,-4.348498963235246
5,81.6338,-4.348498963237409,-3.1319,2.6352,-5.0217,-3.841499084115502
5,80.8655,-3.8415036635441813,-2.7191,2.2591,-4.01,-3.5860034198800803
5,80.1483,-3.5859991450312623,-2.3526,1.6789,-3.1054,-3.356999199629168
5,79.4769,-3.3569991996294064,-2.1344,1.5553,-2.6163,-2.814999328852172
5,78.9139,-2.814999328850672,-2.0006,1.3136,-2.3249,-2.776999337910538
5,78.3585,-2.7769993379119193,-1.9207,1.3485,-2.1558,-2.498499404311521
5,77.8588,-2.498502382758106,-1.9119,1.3512,-2.1708,-2.4095022978809504
5,77.3769,-2.4094994255306363,-1.9031,1.335,-2.1811,-2.1464994882347783
5,76.9476,-2.1464994882349306,-1.9575,1.4237,-2.3484,-2.155999485969845
5,76.5164,-2.155999485968696,-2.0884,1.4559,-2.7151,-2.1309994919292636
5,76.0902,-2.1309994919303232,-2.1705,1.6547,-2.9478,-2.0419995131495243
5,75.6818,-2.042001947405248,-2.2531,1.7272,-3.1913,-2.0540019588493257
5,75.271,-2.053999510288402,-2.3835,1.8481,-3.5442,-1.5294996353388948
5,74.9651,-1.5294996353390036,-2.4914,2.02,-3.8364,-2.088499502063192
5,74.5474,-2.0576347719869013,-2.5896,2.0173,-4.1153,-2.6921173159942593
5,74.0009,-2.774111299102396,-2.659,1.9932,-4.3186,-1.7649743800510915
5,73.6532,-1.738501657964767,-2.7074,2.2913,-4.3804,-2.233502130034057
5,73.2065,-2.233499467492274,-2.7271,2.0415,-4.5287,-2.330499444365774
5,72.7404,-2.3304994443659397,-2.7803,2.3236,-4.707,-2.2294994684461154
5,72.2945,-2.1965509811561525,-2.8118,2.3558,-4.8039,-2.341378518375289
5,71.8192,-2.412690028295322,-2.8418,2.4203,-4.8381,-2.412182414150913
5,71.344,-2.376002265932848,-2.8872,2.4203,-5.0498,-2.33700222873949
5,70.8766,-2.3369994428159857,-2.8859,2.4686,-5.0804,-2.4449994170667506
5,70.3876,-2.4449994170669243,-2.9148,2.5223,-5.1762,-2.2849994552139594
5,69.9306,-2.262377327089467,-2.9156,2.431,-5.2039,-2.356931828068451
5,69.4545,-2.4045431150683445,-2.9071,2.4444,-5.1985,-2.30302806232122
5,68.9985,-2.2800021743799452,-2.9612,2.3289,-5.3626,-2.3900022792843427
5,68.5205,-2.3899994301798597,-2.943,2.5868,-5.3367,-2.4124994248154095
5,68.038,-2.412499424815581,-2.951,2.4955,-5.4022,-2.1899994778636818
5,67.6,-2.1683178758537744,-2.9763,2.5868,-5.4822,-2.299506057840354
5,67.1355,-2.345957313482972,-3.0524,2.6432,-5.6934,-2.3207048127995757
5,66.676,-2.297502191069278,-3.0517,2.6056,-5.7284,-2.284002178194709
5,66.2192,-2.2839994554521823,-3.0933,2.6889,-5.8643,-2.403499426961161
5,65.7385,-2.391542583579612,-3.1201,2.6083,-5.9461,-2.2457714213186093
5,65.2871,-2.2457714213185302,-3.1273,2.5035,-5.9853,-2.3398012836643263
5,64.8168,-2.3752502142756224,-3.1714,2.7399,-6.1203,-1.6318165941578873
5,64.4937,-1.615501540662655,-3.2095,2.7077,-6.2585,-2.348502239706784
5,64.024,-2.3484994400741996,-3.1903,2.7426,-6.2036,-2.3109994490148913
5,63.5618,-2.3109994490150556,-3.195,2.8125,-6.1806,-2.2354994670156265
5,63.1147,-2.235499467014435,-3.1834,2.7265,-6.2638,-2.1369994904987
5,62.6873,-2.1369994904997633,-3.2626,2.9118,-6.3983,-2.3794994326833097
5,62.2114,-2.3795022692707217,-3.2488,2.748,-6.4744,-2.2190021162057794
5,61.7676,-2.218999470949358,-3.2315,2.8581,-6.4528,-2.2904994539024646
5,61.3095,-2.2791047587639426,-3.2472,2.7937,-6.5092,-2.107960459044469
5,60.8858,-2.129144442993036,-3.2755,2.7802,-6.6209,-2.2758780227320465
5,60.4329,-2.264499460101451,-3.2808,2.842,-6.655,-2.1389994900229214
5,60.0051,-2.1390020399117526,-3.3168,2.7131,-6.7482,-2.138502039434934
5,59.5774,-2.1384994901420735,-4.2276,3.4652,-9.0066,-2.246999464273646
5,59.128,-2.246999464273806,-4.3768,4.0105,-9.394,-2.21999947071113
5,58.684,-2.219999470709947,-3.9766,3.3604,-8.4468,-2.48699940705207
5,58.1866,-2.4869994070533066,-3.3251,3.5619,-6.8791,-2.326499445319469
5,57.7213,-2.3265022187259046,-1.1640000000000001,1.2518,-1.6898,-2.0100019168876377
5,57.3193,-2.009999520778847,-1.1851,0.7118,-1.7687,-1.2949996912480615
5,57.0603,-1.2949996912481534,-1.1998,0.7092,-1.8233,-0.9684997690917633
5,56.8666,-0.9684997690912471,-1.2115,0.6313,-1.8667,-0.821999804019627
5,56.7022,-0.8219998040200358,-1.222,0.7521,-1.9051,-0.7389998238087475
5,56.5544,-0.7390007047661324,-1.24,0.7521,-1.9706,-0.7605007252701931
5,56.4023,-0.7604998186827625,0.4984,0.3761,2.2531,-0.6284998501539552
5,56.2766,-0.6284998501539998,4.9579,5.5819,13.0993,-0.2179999480247747
5,56.233000000000004,-0.21799994802465852,5.2386,5.5363,13.7784,1.450499654173292
5,56.5231,1.4504996541740134,4.4334,5.0151,11.8466,2.8544993194345043
5,57.093999999999994,2.854502722266514,2.8671,3.5565,8.0746,3.8510036726041292
5,57.8642,3.850999081850421,0.3129,0.865,1.8985,3.758499103904151
5,58.6159,3.758499103904418,-1.3793,0.6151,-2.1969,2.852499319911447
5,59.1864,2.852499319909927,-1.5139,1.2329999999999999,-2.4959,1.6144996150726285
5,59.5093,1.6144996150734887,-0.4504,0.4083,0.1367,0.5829998610020549
5,59.6259,0.5830005559927308,0.5651,0.5722,2.6347,0.38900037097969975
5,59.7037,0.38899990725520406,1.1626,1.3458,4.113,0.24249994218354662
5,59.7522,0.24249994218354662,1.2809,1.4129,4.3986,0.45049989259248585
5,59.8423,0.4504998925922618,0.8336,1.1121,3.3086,0.7404998234507658
5,59.9904,0.7404998234511868,-0.6974,0.317,-0.4365,0.8509997971059647
5,60.1606,0.8510008115777443,-1.7451,1.4183,-1.7865,0.49900047588398255
5,60.2604,0.49899988102916676,-1.2823,0.9321,-2.7418,0.18199995660784404
5,60.2968,0.18199995660784404,-0.8476,0.4325,-0.5148,-0.2919999303818067
5,60.2384,-0.2905472995237093,-0.1491,0.1719,1.1146,-0.48308463670808194
5,60.1413,-0.49040415378227403,0.2642,0.5534,1.9337,-0.3439394734559658
5,60.0732,-0.33880601194475524,0.3472,0.4217,2.1339,-0.15771146224153898
5,60.0415,-0.15849996221067914,0.0977,0.3734,1.5164,-0.07249998271465319
5,60.027,-0.07249998271465319,0.0724,0.1397,1.4619,-0.012499997019757991
5,60.0245,-0.012315266770319905,0.1303,0.27399999999999997,1.601,0.14384231587744709
5,60.0537,0.14897969767037653,-0.2938,0.1719,0.8192,0.024489813315697204
5,60.0585,0.023880599960878445,-0.1111,0.043,1.0079,0.023880599960843095
5,60.0633,0.023999994277936764,-0.1731,0.1343,0.8705,-0.06049998557566705
5,60.0512,-0.06049998557566705,-0.1617,0.1289,0.8833,-0.1579999623299073
5,60.0196,-0.15490196368085982,0.1072,0.2606,1.5496,-0.035784314394592745
5,60.0123,-0.03724487911208318,0.0539,0.2283,1.4183,-0.036734675288685105
5,60.0051,-0.03600003433233593,0.1326,0.1155,1.6052,0.10950010442746405
5,60.027,0.10949997389319086,-0.2215,0.1907,0.7348,-0.03699999117853765
5,60.0196,-0.03699999117853765,-0.0763,0.2068,1.1079999999999999,-0.023999994277936764
5,60.0148,-0.023645312199015618,-0.0521,0.3653,1.167,-0.16748762807649772
