Heat Sink Temp,Block Temp,Iset,Imeasure
33.468,60.2919,0.0148,0.274
33.5193,60.2457,0.0187,0.2982
33.5705,60.1997,0.0253,0.2095
33.5705,60.1436,0.034,0.2713
33.5705,60.0829,0.0328,0.2364
33.3652,60.0245,0.0298,0.2579
33.6729,59.9808,1.064,1.2974
33.5705,59.9346,1.2504,1.2974
33.468,59.8909,1.2418,1.5446
33.5193,59.9516,0.4392,0.6716
33.468,60.0245,-0.0939,0.1209
33.5193,60.0925,-0.1081,0.2552
33.468,60.1413,0.0002,0.1639
33.5193,60.1436,0.2781,0.3492
33.4167,60.1169,0.1706,0.7011
33.468,60.0829,0.7515,0.7468
33.5193,60.0852,0.4259,0.6313
33.3138,60.078,0.4679,0.6286
33.3652,60.0925,0.2151,0.4405
33.468,60.1022,0.1821,0.4567
33.3652,60.1119,-0.0156,0.5668
33.4167,60.0925,0.2907,0.5534
33.468,60.0852,0.3779,0.4298
33.4167,60.078,0.36,0.6796
33.468,60.0659,0.4867,0.5614
33.4167,60.0709,0.3836,0.4808
33.5193,60.0682,0.3424,0.317
33.2106,60.0562,0.5402,0.4137
33.3652,60.0537,0.5483,0.3492
33.468,60.0682,0.1748,0.7521
33.3138,60.0732,0.0842,0.8408
33.1072,60.0537,0.4026,0.5184
33.3652,60.0537,0.3348,0.3707
33.3138,60.0659,0.0398,0.2901
33.1589,60.0682,-0.0682,0.8864
33.1589,60.0488,0.2539,0.736
33.2622,60.0585,-0.0111,0.7172
33.3138,60.0367,0.4499,0.5748
33.2622,60.0512,0.1921,0.2686
33.2106,60.027,0.5673,0.3949
33.1589,60.0245,0.5587,0.4674
33.2622,60.0318,0.3413,0.2767
33.3138,60.0245,0.4815,0.5399
33.0554,60.0295,0.3683,0.4405
33.2622,60.0341,0.2794,0.4029
33.3138,60.0465,0.0644,0.4593
33.1072,60.0222,0.3133,0.7092
33.3138,60.0318,0.155,0.7172
33.1072,60.027,0.1994,0.7306
33.2106,60.0148,0.3983,0.7038
33.2106,60.0341,0.2945,0.2659
33.0554,60.0123,0.1959,0.6796
33.1589,60.0341,0.3633,0.3949
33.0036,60.0148,0.5591,0.5346
33.1072,60.0075,0.3809,0.9187
33.1072,60.0318,0.4982,0.2794
33.0036,60.0148,0.3882,0.4808
33.0036,60.0245,0.4187,0.2713
32.7956,60.0123,0.3231,0.7629
32.9517,60.0196,0.2124,0.3976
33.0554,60.0148,0.3596,0.5399
33.1589,60.0148,0.4134,0.3277
32.8997,60.027,0.1566,0.4647
32.8477,60.0148,0.1159,0.4432
32.8997,60.0051,0.3708,0.9321
32.9517,60.0051,0.4345,0.5534
32.8997,60.0051,0.4398,0.5668
33.0036,60.0123,0.3707,0.5238
32.9517,60.0148,0.2838,0.4808
32.8997,60.0148,0.3145,0.5775
33.0036,60.0148,0.3085,0.5265
32.8477,60.0148,0.3145,0.3223
32.7435,60.0051,0.4481,0.4486
32.9517,60.0148,0.144,0.6286
32.7956,60.0001,0.3164,0.5158
32.9517,59.9955,0.4859,0.5319
32.8997,60.0148,0.2341,0.6098
32.8997,60.0051,0.452,0.6151
32.7435,60.0051,0.3647,0.7065
32.7956,60.0001,0.3971,0.4728
32.7435,60.0098,0.2583,0.454
32.9517,60.0001,0.4419,0.5238
32.8997,59.9955,0.506,0.5534
32.9517,60.0171,0.1232,0.4056
32.7956,60.0148,0.1231,0.5802
32.7956,60.0051,0.5327,0.1719
32.7435,60.0098,0.3327,0.4567
32.7435,59.9904,0.6025,0.7871
32.7435,59.9955,0.5144,0.591
32.7956,60.0026,0.4122,0.3035
32.7956,60.0098,0.3239,0.3519
32.7435,60.0123,0.2506,0.7897
32.8477,59.9955,0.5481,0.5641
32.5867,60.0001,0.374,0.6742
32.7435,59.9955,0.3383,0.8784
32.5343,59.9955,0.5471,0.3546
32.5343,59.993,0.4165,0.9079
32.8997,60.0001,0.2423,0.6608
32.639,60.0001,0.4925,0.5184
32.7956,59.9955,0.4961,0.8408
32.5867,60.0026,0.3049,0.6017
32.639,60.0123,0.5675,0.4379
32.6913,60.0051,0.2985,0.3922
32.6913,60.0001,0.3275,0.6447
32.5343,60.0001,0.4185,0.6366
32.5867,59.993,0.4501,0.7951
32.4818,60.0001,0.4983,0.3197
32.639,60.0001,0.4081,0.6823
32.5867,59.993,0.2093,0.693
32.4294,60.0026,0.3902,0.5292
32.5867,60.0148,0.2391,0.3761
32.5343,60.0148,0.2708,0.3788
32.5867,59.9955,0.5165,0.599
32.5867,60.0051,0.291,0.4996
32.4294,60.0051,0.1619,0.5534
32.4294,60.0098,0.1231,0.736
32.5343,60.0001,0.341,0.6689
32.639,60.0051,0.3556,0.4943
32.4294,60.027,0.0059,0.4002
32.4818,60.0051,0.4131,0.6769
32.5867,60.0001,0.4267,0.3492
32.5867,60.0001,0.4319,0.7092
32.2715,59.9955,0.3336,1.1739
32.4818,59.9955,0.356,0.7118
32.4294,60.0098,0.2141,0.7468
32.3768,59.9955,0.4373,0.6447
32.5343,60.0098,0.2741,0.4674
32.3242,60.0148,0.2292,0.5883
32.2715,59.9955,0.5696,0.6769
32.3768,60.0001,0.4334,0.5614
32.3242,59.9757,0.6553,0.8112
32.3768,60.0001,0.4183,0.3277
32.3768,60.027,-0.0724,0.3895
32.3768,59.9978,0.5358,0.6662
32.3768,60.0123,0.3159,0.3089
32.3242,60.0051,0.378,0.8005
32.3768,60.0001,0.3767,0.6447
32.2715,60.0001,0.3682,0.7414
32.1659,60.0051,0.325,0.6984
32.3768,60.0051,0.0779,0.6178
32.4818,60.0001,0.4586,0.6716
32.2715,60.0026,0.5309,0.3734
32.2715,60.0051,0.3594,0.5614
32.2187,59.9757,0.9004,0.6366
32.1131,60.0123,0.462,0.3868
32.4294,59.9978,0.4817,0.6447
32.2187,60.0051,0.5951,0.6554
32.3768,60.0098,0.2379,0.4164
32.2187,59.9955,0.4174,0.6286
32.2715,59.9955,0.4011,0.6769
32.1659,59.993,0.3924,1.0261
32.1131,60.0026,0.404,0.5265
32.2187,60.0001,0.4404,0.6259
32.2187,59.9955,0.4445,0.7118
32.0601,60.0051,0.2974,0.5399
32.2187,59.9955,0.5156,0.779
32.1131,60.0148,0.217,0.5158
32.1131,59.9955,0.5565,0.5775
32.1131,60.0075,0.241,0.3277
32.1659,60.0001,0.4484,0.3116
32.1131,60.0098,0.2877,0.5802
32.1131,60.0051,0.2983,0.693
32.2187,60.0001,0.3786,0.7145
32.2187,59.9955,0.423,0.8193
32.2187,59.9854,0.7365,0.6769
32.2187,60.0075,0.2853,0.6662
32.2187,59.9904,0.6099,0.6098
31.9008,60.0148,-0.0034,0.8139
32.1659,60.0001,0.329,0.685
32.1659,60.0123,0.2325,0.5399
32.1131,60.0075,0.44,0.5668
32.0071,60.0001,0.584,0.6313
32.0601,59.9881,0.6979,0.6017
31.954,60.0001,0.3808,0.7871
32.1659,59.9881,0.629,0.4056
32.1659,60.0075,0.1544,0.5158
32.0601,60.0075,0.3915,0.411
32.0601,60.0098,0.3561,0.4002
31.7944,60.0098,0.3084,0.317
32.0601,59.9904,0.5277,0.7468
31.954,59.9808,0.1975,0.3197
31.8477,60.0171,5.6174,2.9333
31.9008,59.9881,6.4,6.2911
31.7944,59.8009,6.4,6.2105
31.9008,59.4146,6.4,6.1219
31.9008,58.9071,6.4,6.2213
31.9008,58.32,6.4,6.1057
31.954,57.6463,6.4,6.2051
31.954,56.2524,6.4,6.1245
31.954,55.5759,6.4,6.0171
31.9008,54.8421,6.4,6.1138
33.9277,60.0465,6.4,6.232
33.9277,60.2482,6.4,6.181
33.826,60.803,6.4,6.1326
33.9277,61.6311,6.4,6.2132
34.0799,62.6483,6.4,6.1756
33.775,63.8039,6.4,6.3824
33.9277,64.9369,6.4,6.189
33.775,66.2291,6.4,6.3717
33.775,67.4992,6.4,6.4308
33.6729,68.7767,6.4,6.3341
33.826,69.7432,6.4,6.2239
33.6217,71.1091,6.4,6.3018
33.5193,72.3738,6.4,6.3905
33.4167,73.7526,6.4,6.3475
33.5705,75.0546,6.4,6.3126
33.4167,76.3644,6.4,6.2965
33.3138,77.6566,6.4,6.2239
33.5193,79.0013,6.4,6.326
33.2622,80.2637,6.4,6.4012
33.2622,81.5861,6.4,6.2992
33.2622,82.891,6.4,6.3153
33.1072,84.1607,6.4,6.3045
33.1589,85.443,6.4,6.3475
33.1589,86.7176,6.4,6.2965
32.9517,87.9438,6.162,6.2266
32.9517,89.213,5.7749,5.8291
33.1072,90.4847,5.4117,5.547
33.0554,91.6388,4.9842,5.1065
32.8477,92.813,4.5846,4.8728
32.6913,93.8379,4.2911,4.4322
32.639,94.8211,4.0356,4.3973
32.8477,95.6775,6.4,6.2992
32.8477,96.4783,6.4,6.1568
32.8997,97.3215,3.8,6.0386
32.5867,98.2066,4.1329,4.3866
32.6913,99.1292,4.1073,4.2899
32.4818,99.9472,6.4,6.4711
32.4818,100.642,6.4,6.2024
32.5343,100.973,6.4,6.2535
32.5343,100.856,4.5519,4.8647
32.4294,100.425,2.0822,1.7165
32.4294,99.7743,0.3939,0.043
32.3768,99.1344,-0.2626,0.4271
32.3242,98.5313,-0.8416,1.2894
32.4818,98.1244,-0.8887,1.2786
32.2187,97.6841,-0.9573,1.4425
32.5343,97.3522,-0.6756,1.0933
32.3242,97.054,-0.4761,0.7871
32.5343,96.8175,-0.1611,0.6823
32.3768,96.5889,0.1118,0.2955
32.639,96.3344,0.0698,0.4298
32.6913,96.0599,-0.0889,0.368
32.6913,95.8032,-0.9476,1.284
32.7956,95.4929,-1.0462,1.2222
32.7435,95.2107,-1.9331,1.7138
32.7435,95.016,-0.1067,3.2396
32.9517,94.8878,2.1775,2.3289
33.0036,94.8468,1.7307,2.4794
33.0554,94.8263,1.7058,2.0093
33.0036,94.898,1.0392,2.2752
33.1072,94.934,1.3892,1.5365
32.9517,94.9723,1.4573,1.3834
33.1589,94.9852,1.5762,1.4479
33.0036,94.9622,1.843,1.7272
33.1072,94.957,1.7376,1.652
33.0554,94.9185,1.9322,1.8938
33.1072,94.939,1.4408,1.6628
33.0554,94.9645,0.9787,2.1543
33.0036,94.9775,1.0941,1.4694
33.0554,94.9595,1.4558,1.8105
33.2106,94.9852,1.3642,1.6171
33.1072,94.98,1.5169,1.9314
33.2106,95.0005,1.1687,1.9529
33.2106,94.975,1.6149,1.8642
33.1072,94.9595,1.5417,2.3585
33.1072,94.9775,1.6285,1.464
33.2106,94.9495,1.6992,2.1033
33.0036,94.9852,1.6046,1.5876
33.0036,94.9928,1.5438,1.7595
33.2106,95.0005,1.2396,1.3861
33.1589,95.0082,1.2636,1.6601
33.2106,94.9903,1.2474,1.6386
33.1589,95.0005,1.518,1.6332
33.1589,94.9852,1.7282,1.6628
33.0036,95.0082,1.0027,1.9717
33.2106,94.9645,1.7581,1.7434
33.3652,94.9852,1.6971,1.9099
33.0554,94.9827,1.5759,2.0979
33.1589,94.998,1.3806,1.7353
33.1589,94.9775,1.371,2.0549
33.1589,94.98,1.4279,2.1006
33.0554,94.9903,1.3419,1.8696
33.1589,95.011,0.8709,2.1328
33.2622,95.0005,1.1971,1.8105
33.1589,95.0005,1.6195,1.652
33.2106,95.0005,1.5311,2.063
33.1072,95.0082,1.329,1.7998
33.2106,94.9928,1.4998,1.7031
33.1589,95.0032,1.394,1.4882
33.0036,94.98,1.3629,2.1409
33.1072,94.9903,1.3036,1.7299
33.1589,95.0005,1.2531,1.8723
33.1072,95.0415,0.836,1.8293
33.1589,95.0313,1.2943,1.7944
33.0554,94.998,1.8034,1.9072
33.0554,94.9595,2.0298,2.063
33.1072,94.98,1.6313,1.6466
33.1072,95.0005,1.2703,1.507
33.1072,94.9827,1.6094,1.5311
33.0554,94.9852,1.7335,1.6144
33.1589,95.0133,1.3098,1.4344
33.0554,95.0057,1.6088,1.37
33.0554,95.026,1.0964,1.6896
33.1072,95.0185,1.2935,1.3807
33.0554,95.0005,1.355,1.9448
33.0554,95.0082,1.0866,2.2349
33.1072,94.9852,1.6473,2.1866
33.1072,94.9852,1.5384,2.0845
33.0554,94.9955,1.5132,1.7675
33.2106,95.0005,1.5147,2.1006
33.0554,94.9903,1.7605,2.0791
33.1589,94.9903,1.6626,1.7487
33.1072,95.0005,1.4271,1.5607
33.1072,95.0005,1.4883,1.6977
33.0554,95.034,1.0371,1.3162
32.9517,95.0185,1.1862,1.6144
33.3652,95.0005,1.2449,1.6655
33.1589,94.9955,1.441,1.9797
33.1589,95.011,0.8701,1.4694
33.1072,94.9903,1.6045,2.2
33.0554,95.016,1.1155,1.8186
33.0554,95.0057,1.5037,1.609
33.3138,95.0032,1.3963,1.8615
33.1072,95.0185,1.2708,1.2652
32.9517,95.0185,1.7174,1.558
33.0554,95.0313,1.0712,1.4855
33.1589,95.0185,1.2519,1.8132
32.9517,95.0237,1.1627,1.4559
33.0554,94.9903,1.6579,1.6547
33.0554,95.011,1.2575,1.926
33.0554,94.9852,1.5607,2.0147
33.0036,95.0005,1.4916,1.926
33.1589,95.0032,1.3522,1.7272
32.9517,95.034,1.1176,1.4828
32.9517,95.0005,1.496,1.8427
33.1072,95.0057,1.3889,1.8374
33.0036,95.0005,1.3001,2.3504
33.1072,94.9928,1.6416,1.5392
33.0036,95.0005,1.3297,1.8938
33.0036,94.9955,1.4683,1.8051
33.2622,95.0313,1.1237,0.9563
33.1072,95.016,1.3429,1.4882
33.0554,95.0287,0.9645,1.8562
33.1589,95.0032,1.5438,1.7004
33.2106,94.9852,1.6877,1.9717
32.8477,94.9903,1.6221,1.9045
33.0554,94.9903,1.4011,1.9556
33.2106,94.9852,1.6269,1.6601
33.0554,94.998,1.4964,1.8481
33.1072,95.0057,1.5441,1.4828
33.1589,95.0082,1.5171,1.5499
32.8997,95.0287,1.1963,1.1658
33.0554,95.011,1.1685,2.0791
32.9517,94.9903,0.9572,2.0899
33.1072,95.0005,1.2208,1.7836
33.1589,95.0005,1.3419,1.8078
33.1589,95.0032,1.7528,1.7514
33.0036,94.98,1.1132,2.1866
33.0554,95.0185,1.4732,1.5419
33.2106,95.0005,1.6303,2.0576
33.1072,95.0237,1.1044,1.5392
33.0554,95.016,1.3186,1.3458
33.2106,95.0415,0.9102,1.4935
33.1589,95.011,1.2888,1.8401
33.0036,95.0185,1.6351,1.4049
33.2106,94.9903,1.4799,1.9018
33.0036,95.0032,1.3937,1.9206
33.0036,94.98,1.575,2.0711
33.0554,94.998,1.3581,1.507
33.1589,94.9903,1.5374,1.4237
32.9517,95.0057,1.5455,1.5634
33.1589,95.021,1.1659,1.6547
32.9517,95.026,1.1335,1.6789
33.1072,95.0313,0.9646,1.9609
32.8477,94.9827,1.772,1.9448
32.8477,94.9955,1.6465,1.6413
33.1072,94.998,1.3258,1.9394
33.0036,95.016,1.1923,1.4559
33.0036,95.011,1.4078,1.5311
33.2106,95.0287,1.0356,1.7084
33.1072,95.0005,1.6121,1.0396
32.9517,95.0005,1.2662,2.2322
32.9517,95.0313,0.9021,1.8401
33.0036,95.0005,1.1662,2.2752
33.2106,95.011,1.2925,1.8159
33.0554,95.0005,1.3475,1.9771
32.8997,94.9903,1.6485,1.3404
32.8477,94.9903,1.7507,1.695
33.0036,95.011,1.4925,1.558
33.0554,95.011,1.4332,1.7165
33.1072,95.0032,1.3444,1.8615
33.0554,95.0032,1.2907,1.5983
33.1072,95.011,1.0859,1.8562
33.0554,95.0185,1.1779,1.0396
33.1072,95.0005,1.3594,2.1221
33.0554,95.0005,1.0397,1.7192
33.0036,94.9827,1.5863,2.0818
33.0036,94.9903,0.9557,2.0549
33.0036,95.0005,1.4078,1.8159
33.0036,94.9903,1.3516,2.1033
33.2106,94.9852,1.8439,2.063
33.0036,95.0313,0.975,1.4049
33.0036,95.026,1.1443,1.3485
32.8997,95.0005,1.3101,2.1705
33.0036,95.0005,1.372,1.7407
33.0036,95.0005,1.3633,1.8535
33.1072,95.0185,1.0411,2.0926
33.1072,95.0005,1.4013,1.9421
33.0554,95.011,1.2815,1.9771
33.1589,95.0032,1.4646,1.8293
33.0554,94.9903,1.6044,1.6789
32.9517,94.9928,1.6272,1.3861
33.0036,95.0133,3.9087,1.6117
33.1589,95.0133,6.4,6.2293
32.9517,94.9363,6.4,6.1595
32.8997,94.583,6.4,6.044
33.1072,94.0172,6.4,6.1245
32.9517,93.2703,6.4,5.8532
33.0554,92.4707,6.4,6.0923
33.1072,91.5879,6.4,5.9553
32.8997,90.6527,6.4,6.009
33.0554,89.7011,6.4,5.7673
33.0554,88.733,6.4,5.8935
33.2106,87.7207,6.4,5.907
33.2622,86.758,6.4,5.9338
33.468,85.7817,6.4,5.9473
33.6217,84.8091,6.4,5.8479
33.5705,83.8482,6.4,5.9258
33.6729,82.9011,6.4,5.8882
33.826,81.9454,6.4,5.9499
33.9785,81.0212,6.4,5.8156
33.9277,80.068,6.4,5.8452
34.2821,79.4117,6.4,5.8559
34.2821,78.5111,6.4,5.9499
34.4332,77.3792,6.4,5.8156
34.5336,76.7082,6.4,5.8425
34.6338,75.8809,6.4,5.7915
34.7837,74.9852,6.4,5.8559
35.0324,74.1649,6.4,5.8506
35.2305,73.2761,6.4,5.8828
35.2799,72.4382,6.4,5.8022
35.6241,71.6558,6.4,5.8801
35.526,70.847,6.4,5.7001
35.5751,70.0493,6.4,6.001
35.8197,69.2843,6.4,5.77
36.16,68.4714,6.4,5.9311
36.16,67.6862,6.4,5.7619
36.3051,66.9313,6.4,5.8989
36.4498,66.1802,6.4,5.8022
36.6899,65.4442,6.4,5.8962
36.7857,64.7093,6.4,5.8022
36.9289,63.9847,6.4,5.9553
37.1666,63.2563,6.4,5.7834
37.3087,62.5676,6.4,5.8747
37.356,61.8457,6.4,5.8264
37.5916,61.1536,6.4,5.8318
37.5446,60.4963,6.4,5.864
37.9197,59.8276,6.4,5.8774
38.0596,59.1523,6.4,5.9043
38.1991,58.4995,6.4,5.8344
38.2919,57.8377,6.4,5.9499
38.5692,57.2104,6.4,5.8774
38.7533,56.5715,6.4,6.0117
38.9366,56.0977,6.4,5.8452
38.7992,55.3344,6.4,5.9687
39.1649,54.8879,6.4,5.8479
39.2104,54.2637,0.9511,1.3753
39.1649,53.8251,-1.3105,0.7763
39.4374,53.6735,-1.3412,0.8059
39.5279,53.5795,-1.3553,0.6877
39.9332,53.5025,0.573,0.4405
39.9332,53.4375,2.995,3.202
39.978,53.4205,5.8767,3.6667
40.0676,53.6205,6.4,6.2884
40.3353,54.119,6.1026,6.2213
40.2462,54.9507,5.1131,5.6437
40.5573,55.943,3.4433,3.8493
40.6458,57.0748,0.9252,1.789
40.6901,58.1212,-1.2623,0.2606
40.7343,58.9071,-2.2922,2.1839
40.6458,59.4024,-1.5132,1.5714
40.7784,59.6211,0.0507,0.0322
40.6458,59.6841,1.0771,1.0987
40.8665,59.7207,1.1971,1.4747
40.8665,59.8009,1.0097,1.5123
40.7343,59.9638,-0.3282,0.6286
40.6901,60.1413,-1.5802,1.0181
40.8225,60.2797,-1.6432,1.4371
40.6458,60.3091,-0.8832,1.1282
40.6458,60.2726,-0.4173,0.2256
40.6016,60.185,0.0312,0.3788
40.7343,60.0925,0.4541,0.3653
40.5573,60.0585,-0.0583,0.5507
40.6458,60.0465,-0.1833,0.368
40.7343,60.0585,-0.2954,0.0994
40.513,60.0537,-0.0494,0.0322
40.6458,60.0537,-0.0543,0.1477
40.6458,60.0488,-0.0652,0.1558
40.6458,60.0148,0.3603,0.1424
40.4686,60.0148,0.0517,0.3734
40.513,60.0245,-0.2331,0.1853
40.6016,60.0123,0.0008,0.3976
40.7343,60.0196,-0.1576,0.1773
40.513,60.0123,-0.0033,0.1746
40.6458,60.0075,0.0882,0.3411
40.5573,60.0001,-0.0922,0.2579
40.4686,60.0222,-0.4532,0.4593
40.2908,59.9854,-0.0474,0.5265
40.3798,60.0001,0.0467,0.1424
40.3353,59.9978,-0.1171,0.4567
40.4686,59.9854,0.1998,0.3331
40.2462,59.9955,0.0211,0.2418
40.3353,59.9808,-0.1741,0.3385
40.157,59.9955,0.0076,0.3116
40.157,59.993,-0.0485,0.2471
40.2462,59.9955,0.0683,0.3331
40.157,59.9881,0.1479,0.1853
40.2462,59.9854,0.0032,0.4862
40.0676,59.9904,0.0295,0.3492
40.2017,59.9904,0.1549,0.3331
39.978,59.9904,0.0584,0.3438
39.9332,59.9881,0.0999,0.2444
40.1123,59.9854,0.1251,0.3814
39.9332,59.9904,0.0091,0.3009
39.9332,59.9955,-0.0994,0.419
39.8883,59.9978,-0.1242,0.2659
40.0229,59.9904,0.0932,0.188
39.7985,60.0001,0.0181,0.1665
39.978,59.9854,0.2847,0.2498
39.6183,59.9955,0.0731,0.2525
39.7985,59.9955,0.1093,0.1907
39.6634,59.993,0.0321,0.5265
39.7985,59.9854,0.1233,0.3653
39.7535,59.9978,-0.0228,0.2444
39.7985,59.9854,0.2341,0.4029
39.7985,60.0001,0.1315,0.1263
39.7085,59.9854,0.2814,0.3465
39.5279,59.9854,0.1361,0.2418
39.5279,59.9757,0.254,0.3707
39.6183,59.9904,0.1567,0.2122
39.6183,59.9904,0.2136,0.2444
39.7985,59.9978,0.0885,0.2122
39.4374,59.9881,0.237,0.4056
39.4374,59.9955,0.1532,0.2874
39.3921,59.9955,0.1271,0.2418
39.4827,60.0051,-0.0038,0.3411
39.3467,59.9904,0.0517,0.5184
39.2559,59.9881,0.1597,0.4298
39.2559,60.0051,-0.0635,0.3035
39.4374,59.9854,0.2963,0.2068
39.3013,59.9854,-0.086,0.3358
39.2104,59.9955,-0.0046,0.3841
39.2559,60.0075,0.2523,0.18
39.2104,59.9904,0.3073,0.5023
39.3467,59.9955,0.1757,0.223
39.2559,60.0001,0.2178,0.3761
39.1649,59.9904,0.1239,0.4083
39.0281,59.993,0.1639,0.3143
39.1649,59.9854,0.3602,0.5641
39.0737,60.0001,-0.0052,0.1746
39.1193,60.0026,0.0877,0.462
38.9824,60.0051,0.0935,0.2794
38.9824,60.0001,0.1102,0.3197
38.9824,59.9955,0.1898,0.2955
38.9824,59.9783,0.319,0.5292
38.9824,60.0001,0.2063,0.1477
39.0737,60.0098,0.0264,0.2391
39.0737,60.0098,-0.0141,0.3573
38.845,60.0051,0.1398,0.3949
38.7533,60.0123,0.0723,0.2606
38.9366,59.9978,0.1885,0.4056
38.8908,59.9783,0.3786,0.5131
38.8908,59.9854,0.2081,0.4083
38.9366,59.9904,0.1803,0.5104
38.845,59.9808,0.4455,0.1343
38.7992,60.0051,0.2071,0.188
38.6153,59.9955,0.3781,0.2982
38.7992,60.0098,0.1597,0.2471
38.7073,59.9904,0.4272,0.3143
38.7533,59.9955,0.2645,0.1988
38.6614,59.9955,0.1624,0.2713
38.5232,59.9955,0.0898,0.4996
38.5692,59.9978,0.3147,0.1639
38.5692,59.9955,0.2513,0.3653
38.5232,60.0051,0.1852,0.1263
38.477,60.0051,0.1282,0.2606
38.5232,60.0075,0.0793,0.3009
38.4308,59.9854,0.3999,0.3411
38.2455,60.0051,0.1131,0.2767
38.5232,59.9955,0.093,0.3358
38.3383,60.0051,-0.0038,0.6286
38.477,59.9955,0.3326,0.2713
38.5232,60.0051,0.1259,0.3841
38.2919,60.0001,0.244,0.1665
38.2919,60.0075,-0.0596,0.967
38.3383,60.0001,0.0404,0.3277
38.2455,60.0075,-0.043,0.3895
38.4308,60.0051,0.2493,0.223
38.2919,59.9955,0.2456,0.4916
38.2455,59.9854,0.5369,0.2337
38.3846,59.9955,-0.1155,0.4137
38.2919,59.9854,0.5182,0.6689
38.3383,60.0051,0.0451,0.2982
38.1991,59.9955,0.2196,0.2874
38.2455,60.0051,0.3296,0.4432
38.1062,60.0098,0.1792,0.2794
38.0131,60.0051,0.1878,0.3358
38.3383,60.0001,0.0281,0.8542
37.9664,59.9757,0.6508,0.2632
37.9664,60.0051,0.0375,0.3788
37.9664,59.9955,0.3281,0.2982
37.9664,60.0148,-0.0669,0.1289
37.9197,59.9955,0.3118,0.4244
38.1062,60.0148,0.0336,0.5829
38.0596,60.0098,0.1303,0.5023
37.9197,59.9808,0.6067,0.3277
37.9197,59.9831,0.3781,0.5372
37.8262,60.0001,0.0756,0.3465
37.8262,60.0001,0.2064,0.1128
37.9197,60.0148,0.0356,0.3976
37.9197,60.0051,0.1878,0.325
37.7325,60.0051,0.1967,0.368
37.7325,59.9955,0.3731,0.2391
37.6856,59.9854,0.487,0.325
37.8262,59.9808,0.446,0.5587
37.873,59.9854,0.3924,0.4164
37.9197,60.0098,-0.0204,0.2982
37.6856,60.0001,0.3093,0.4432
37.7325,59.9978,0.2168,0.3707
37.7325,59.9955,0.2671,0.5453
37.4975,60.0051,0.1919,0.3653
37.6386,60.0026,0.2129,0.5292
37.7325,60.0196,-0.0582,0.6178
37.4975,60.0148,0.0662,0.5211
37.7325,60.0098,0.1627,0.4647
37.6856,59.9904,0.4676,0.325
37.5916,60.0051,0.0674,0.4029
37.5916,60.0051,0.0378,0.779
37.6386,60.0051,0.1244,0.5399
37.5446,59.9978,0.3573,0.2606
37.5446,60.0148,0.2759,0.2713
37.5446,60.0148,0.2563,0.2821
37.5446,60.0148,0.2498,0.2256
37.5916,60.0051,0.4014,0.462
37.5446,60.0075,0.0521,0.5614
37.5446,59.9904,0.2823,0.6474
37.4504,59.9955,0.186,0.2821
37.5916,60.0075,0.1604,0.2767
37.356,60.0098,0.1941,0.3009
37.4975,60.0123,0.1078,0.325
37.4032,60.0051,0.1963,0.5184
37.356,60.0001,0.2752,0.4969
37.4032,60.0098,2.7811,0.3976
37.2614,60.0051,6.4,6.1729
37.356,60.1484,6.4,6.5382
37.2614,60.6472,6.4,6.2347
37.356,61.4166,6.4,6.4872
37.1191,62.4309,6.4,6.2051
37.2141,63.5349,6.4,6.4012
37.2141,64.7679,6.4,6.3744
37.0717,66.0108,6.4,6.1783
37.1666,67.3296,6.4,6.3663
37.356,68.6485,6.4,6.3582
37.0717,69.9824,6.4,6.318
37.0717,71.3318,6.4,6.3153
37.0717,72.7033,6.4,6.2938
37.1191,74.0879,6.4,6.3744
36.9289,75.4056,6.4,6.2777
36.7857,76.778,6.4,6.3126
36.9289,78.0963,6.4,6.2723
36.642,79.4318,6.4,6.3206
36.7378,80.7626,6.4,6.275
36.642,82.066,6.4,6.3072
36.642,83.3946,6.4,6.3018
36.3534,84.7687,6.4,6.3502
36.594,85.7184,6.1527,6.0869
36.3534,86.9808,5.7833,5.8291
36.3051,88.3014,5.3776,5.4664
36.2084,89.5688,4.9696,5.1145
36.2568,90.7622,4.6025,4.8781
36.2084,91.8735,4.2958,4.5477
36.2084,92.9126,3.9636,4.2684
36.063,93.8304,3.6736,3.9138
36.0145,94.6573,3.4877,3.8681
36.0145,95.4109,6.4,6.3502
36.063,96.0778,6.4,6.138
35.9171,96.8125,6.4,6.1353
35.9659,97.5992,4.0326,3.9434
35.8684,98.5363,4.0169,4.1663
35.7709,99.485,6.4,6.4469
35.722,100.257,6.4,6.1756
35.8197,100.74,6.4,6.3421
35.6241,100.715,5.0169,6.1568
35.7709,100.42,2.71,2.611
35.6731,99.8412,0.8046,0.0376
35.526,99.1961,-0.0349,0.317
35.6241,98.6189,-0.5442,0.9832
35.4769,98.096,-0.7121,0.9348
35.5751,97.661,-0.7374,1.1792
35.6241,97.3008,-0.6526,1.0772
35.6731,97.0438,-0.2585,0.6635
35.722,96.7661,-0.1665,0.5426
35.5751,96.6222,0.199,0.3035
35.7709,96.3834,0.1064,0.4056
35.6731,96.0521,-0.0401,0.4056
35.8197,95.8315,-0.7702,1.2518
36.0145,95.5749,-0.7485,1.2625
35.7709,95.3287,-1.4256,1.5661
35.9659,95.1544,-2.1705,2.6862
35.9659,94.98,1.7772,2.2752
36.0145,94.8825,1.7983,2.6943
35.8684,94.8392,2.0057,2.0361
